plant_id,type,n,c2,c1,c0
HAT RAPIDS-WAT,WAT,1,0,8.903599757407603,0
HIGH FALLS (WI)-WAT,WAT,1,0,8.90304937390834,0
JOHNSON FALLS-WAT,WAT,1,0,8.903760554095976,0
MERRILL-WAT,WAT,1,0,8.90477671955403,0
POTATO RAPIDS-WAT,WAT,1,0,8.904293420268509,0
PULLIAM-NG,NG,1,0,12.338610413866736,0
SANDSTONE RAPIDS-WAT,WAT,1,0,8.904435026517493,0
TOMAHAWK-WAT,WAT,1,0,8.906360401374295,0
WEST MARINETTE-NG,NG,1,0,15.78440553922363,0
WAUSAU-WAT,WAT,1,0,8.904207846522135,0
WESTON-NG,NG,1,0,10.5817675173853,0
WESTON-SUB,SUB,1,0,0.0,0
CASTLE ROCK-WAT,WAT,1,0,8.904185093918413,0
PETENWELL-WAT,WAT,1,0,8.903913338039112,0
BARRON-WAT,WAT,1,0,8.969896059847118,0
CASHTON-DFO,DFO,1,0,none,0
CASHTON-NG,NG,1,0,0.0,0
CUMBERLAND (WI)-DFO,DFO,1,0,10.081340892284938,0
CUMBERLAND (WI)-NG,NG,1,0,10.275608930058857,0
ELROY-DFO,DFO,1,0,2.8,0
KAUKAUNA GAS TURBINE-NG,NG,1,0,17.453143155780324,0
LITTLE CHUTE-WAT,WAT,1,0,8.904261209992411,0
NEW BADGER-WAT,WAT,1,0,8.904050680206655,0
RAPIDE CROCHE-WAT,WAT,1,0,8.90346878953699,0
LA FARGE-DFO,DFO,1,0,0.0,0
MANITOWOC-WDS,WDS,1,0,11.504470007418128,0
MANITOWOC-PC,PC,1,0,11.400197414775157,0
NEW LISBON-DFO,DFO,1,0,6.041666666666666,0
VIOLA-DFO,DFO,1,0,0.0,0
FLAMBEAU HYDROELECTRIC STATION-WAT,WAT,1,0,8.904079599973064,0
GENOA-SUB,SUB,1,0,10.63121115337564,0
STILES-WAT,WAT,1,0,8.906745272475371,0
WASHINGTON ISLAND-DFO,DFO,1,0,9.111111111111114,0
DAVE JOHNSTON-SUB,SUB,1,0,11.214799001358113,0
NAUGHTON-SUB,SUB,1,0,10.929273758146682,0
FREMONT CANYON-WAT,WAT,1,0,8.904025617655194,0
GLENDO-WAT,WAT,1,0,8.903976056884897,0
GUERNSEY-WAT,WAT,1,0,8.903927832735876,0
KORTES-WAT,WAT,1,0,8.903981684062376,0
SEMINOE-WAT,WAT,1,0,8.903994633482489,0
SHOSHONE (WY)-WAT,WAT,1,0,8.903952362053685,0
FONTENELLE-WAT,WAT,1,0,8.903925701699132,0
POWERLANE PLANT-NG,NG,1,0,16.93631909155189,0
COMBINED LOCKS-WAT,WAT,1,0,8.904463507573862,0
ISLAND PARK-WAT,WAT,1,0,8.903662094078149,0
PHP 1-WAT,WAT,1,0,8.904016756909016,0
PHP 2-WAT,WAT,1,0,8.904277824877509,0
LOGAN CITY-NG,NG,1,0,57.46262359179195,0
WALNUT-NG,NG,1,0,-25.323634469931633,0
EASTON 2-DFO,DFO,1,0,-12.788104089219331,0
EASTON 2-RFO,RFO,1,0,0.0,0
GREENUP HYDRO-WAT,WAT,1,0,8.904052312371194,0
ECHO DAM-WAT,WAT,1,0,8.903953436012522,0
SPENCER-NG,NG,1,0,13.758059318028407,0
WATERFORD 3-NUC,NUC,1,0,10.427130789464652,0
JOHN P MADGETT-SUB,SUB,1,0,10.797132375099896,0
THOMAS C FERGUSON-NG,NG,1,0,6.704487241789512,0
BARNEY M DAVIS-NG,NG,1,0,8.356080368154329,0
RIVERSIDE (OK)-NG,NG,1,0,11.628102444437452,0
RIVERSIDE (OK)-DFO,DFO,1,0,none,0
NAVAJO-BIT,BIT,1,0,9.976598655972696,0
CUMBERLAND (NJ)-NG,NG,1,0,10.472713437673072,0
DONALD C COOK-NUC,NUC,1,0,10.441608313662474,0
JOSEPH M FARLEY-NUC,NUC,1,0,10.441609155407802,0
JAMES H MILLER JR-SUB,SUB,1,0,9.896941987655214,0
FIRSTENERGY PLEASANTS POWER STATION-RC,RC,1,0,10.220488433910896,0
RACINE-WAT,WAT,1,0,8.904086078869122,0
PALO VERDE-NUC,NUC,1,0,10.441609013853487,0
WHITE BLUFF-SUB,SUB,1,0,10.313443310034343,0
CALVERT CLIFFS NUCLEAR POWER PLANT-NUC,NUC,1,0,10.441608234147107,0
SHERMAN-WAT,WAT,1,0,8.904065461717344,0
BRUNSWICK NUCLEAR-NUC,NUC,1,0,10.441608974029583,0
HARRIS-NUC,NUC,1,0,10.441608996126206,0
DUCK CREEK-RC,RC,1,0,11.893069481355118,0
NEWTON-RC,RC,1,0,9.999948726521191,0
EAST BEND-BIT,BIT,1,0,10.464276932298112,0
W H ZIMMER-BIT,BIT,1,0,9.99650302066017,0
PERRY-NUC,NUC,1,0,10.441608223939104,0
CRAIG (CO)-SUB,SUB,1,0,9.621030897120404,0
BRAIDWOOD GENERATION STATION-NUC,NUC,1,0,10.441608860169382,0
BYRON GENERATING STATION-NUC,NUC,1,0,10.441609764679983,0
LASALLE GENERATING STATION-NUC,NUC,1,0,10.44160825333096,0
COAL CREEK-RC,RC,1,0,9.944692632487957,0
BELLE RIVER-NG,NG,1,0,13.256583321754727,0
BELLE RIVER-DFO,DFO,1,0,10.64215767420888,0
BELLE RIVER-RC,RC,1,0,10.553598149164948,0
GREENWOOD (MI)-NG,NG,1,0,9.831073909457443,0
CATAWBA-NUC,NUC,1,0,10.441609707295985,0
MCGUIRE-NUC,NUC,1,0,10.441608236281601,0
BEAVER VALLEY-NUC,NUC,1,0,10.441608805769853,0
H L SPURLOCK-BIT,BIT,1,0,9.793488525082923,0
MANATEE-RFO,RFO,1,0,11.402955093551615,0
MANATEE-NG,NG,1,0,9.749117962708052,0
MARTIN-NG,NG,1,0,6.895022375266999,0
ST LUCIE-NUC,NUC,1,0,10.380926769691863,0
DEBARY-DFO,DFO,1,0,13.844267925692256,0
DEBARY-NG,NG,1,0,13.841567900277248,0
DEERFIELD 2-WAT,WAT,1,0,8.903947238896183,0
WEST TISBURY GENERATING FACILITY-DFO,DFO,1,0,10.074255591656835,0
EDWIN I HATCH-NUC,NUC,1,0,10.441608385036972,0
WANSLEY-BIT,BIT,1,0,10.351205987261926,0
WANSLEY-DFO,DFO,1,0,13.420588980343373,0
BIG CAJUN 2-SUB,SUB,1,0,11.623611230186969,0
BIG CAJUN 2-NG,NG,1,0,10.970313394199536,0
KAHULUI-RFO,RFO,1,0,14.282298262604932,0
CASCADE CREEK-NG,NG,1,0,11.58535914200672,0
COACHELLA-NG,NG,1,0,16.22580054140634,0
ELECTRIFARM-NG,NG,1,0,74.24621485474614,0
NEARMAN CREEK-SUB,SUB,1,0,10.58416884169892,0
NEARMAN CREEK-NG,NG,1,0,14.05048376881777,0
IATAN-SUB,SUB,1,0,9.57947999480474,0
JEFFREY ENERGY CENTER-SUB,SUB,1,0,10.973496154732185,0
TRIMBLE COUNTY-BIT,BIT,1,0,9.908815848019248,0
TRIMBLE COUNTY-NG,NG,1,0,10.81061947324407,0
GRAND GULF-NUC,NUC,1,0,10.441608381735833,0
VICTOR J DANIEL JR-SUB,SUB,1,0,10.981148340537748,0
VICTOR J DANIEL JR-NG,NG,1,0,6.967606459751898,0
GREENWOOD (MO)-NG,NG,1,0,23.269492929481064,0
GREENWOOD (MO)-SUN,SUN,1,0,8.904463346322814,0
COLSTRIP-SUB,SUB,1,0,10.732374161471938,0
GERALD GENTLEMAN-SUB,SUB,1,0,9.872446910910103,0
STONY BROOK-DFO,DFO,1,0,12.70977855104078,0
SOMERSET OPERATING CO LLC-BIT,BIT,1,0,10.808815951037278,0
DEERFIELD 3-WAT,WAT,1,0,8.903971583840594,0
R M SCHAHFER-SUB,SUB,1,0,11.376696530437624,0
R M SCHAHFER-NG,NG,1,0,11.940027448567474,0
R M SCHAHFER-BIT,BIT,1,0,11.241186921587813,0
CORNELL-WAT,WAT,1,0,8.904145367945068,0
WALLACE DAM-WAT,WAT,1,0,41.11758799905505,0
NORTH LOOP-NG,NG,1,0,15.223153318434555,0
LEWIS & CLARK-LIG,LIG,1,0,12.693726124098598,0
LEWIS & CLARK-NG,NG,1,0,8.578281227715827,0
SHERBURNE COUNTY-SUB,SUB,1,0,9.684340607866817,0
SPIRIT MOUND-DFO,DFO,1,0,13.605256799915816,0
FIRSTENERGY BRUCE MANSFIELD-RC,RC,1,0,12.14880737667157,0
SOONER-SUB,SUB,1,0,10.694814845916401,0
NEBRASKA CITY-SUB,SUB,1,0,9.886602124889391,0
BIG STONE-SUB,SUB,1,0,10.087497265872283,0
DIABLO CANYON-NUC,NUC,1,0,10.423406016870915,0
HELMS PUMPED STORAGE-WAT,WAT,1,0,-0.0,0
WYODAK-SUB,SUB,1,0,12.55087638947339,0
TALENENERGY SUSQUEHANNA-NUC,NUC,1,0,10.441609171856406,0
LIMERICK-NUC,NUC,1,0,10.441608666528833,0
BOARDMAN-SUB,SUB,1,0,10.132124754183561,0
JAMES A FITZPATRICK-NUC,NUC,1,0,10.441613523257786,0
FORT ST VRAIN-NG,NG,1,0,6.858323884995345,0
GIBSON-BIT,BIT,1,0,11.066410932337476,0
SEABROOK-NUC,NUC,1,0,10.441606556443071,0
PSEG HOPE CREEK GENERATING STATION-NUC,NUC,1,0,10.441608679061265,0
DEERFIELD 4-WAT,WAT,1,0,8.904143535238276,0
WHITEHORN-NG,NG,1,0,16.05304826133889,0
R E GINNA NUCLEAR POWER PLANT-NUC,NUC,1,0,10.441601536326331,0
MCINTOSH-SUB,SUB,1,0,12.13306668519039,0
MCINTOSH-NG,NG,1,0,14.992831236215695,0
SHREWSBURY-DFO,DFO,1,0,-11.889569403222525,0
FAIRFIELD PUMPED STORAGE-WAT,WAT,1,0,-0.0,0
V C SUMMER-NUC,NUC,1,0,10.441609908668422,0
AMISTAD DAM & POWER-WAT,WAT,1,0,8.904000423610333,0
CARTERS-WAT,WAT,1,0,11.023804941597952,0
JONES BLUFF-WAT,WAT,1,0,8.90400324484424,0
RICHARD B RUSSELL-WAT,WAT,1,0,8.156677101931992,0
WEST POINT (GA)-WAT,WAT,1,0,8.903991518821481,0
GIBBONS CREEK-SUB,SUB,1,0,0.0,0
A B BROWN-BIT,BIT,1,0,10.589156291072783,0
A B BROWN-NG,NG,1,0,13.21629751003327,0
FLINT CREEK-SUB,SUB,1,0,10.484742664162763,0
WELSH-SUB,SUB,1,0,10.963605424563012,0
CLARENCE CANNON-WAT,WAT,1,0,3.339682147455489,0
HARRY TRUMAN-WAT,WAT,1,0,-0.0,0
OZARK-WAT,WAT,1,0,8.904006263860454,0
COMANCHE PEAK-NUC,NUC,1,0,10.441609220049667,0
MARTIN LAKE-LIG,LIG,1,0,11.50104366046289,0
DAVIS BESSE-NUC,NUC,1,0,10.441606731945981,0
RACCOON MOUNTAIN-WAT,WAT,1,0,-0.0,0
SEQUOYAH-NUC,NUC,1,0,10.441608720283625,0
CALLAWAY-NUC,NUC,1,0,10.384444143451905,0
RUSH ISLAND-RC,RC,1,0,9.8857019223263,0
NEW HAVEN HARBOR-NG,NG,1,0,32.10043449956852,0
NEW HAVEN HARBOR-KER,KER,1,0,-11.276856967464703,0
NEW MELONES-WAT,WAT,1,0,8.90399978438706,0
CRYSTAL-WAT,WAT,1,0,8.90403858059728,0
GRAND COULEE-WAT,WAT,1,0,8.90102781562607,0
HUNTER-BIT,BIT,1,0,10.005382913095854,0
ROCKPORT-SUB,SUB,1,0,10.032359772744284,0
BATH COUNTY-WAT,WAT,1,0,-0.0,0
NORTH ANNA-NUC,NUC,1,0,10.441608950165982,0
NORTH ANNA-WAT,WAT,1,0,8.903764813989003,0
LAUREL DAM-WAT,WAT,1,0,8.903995658372834,0
LIBBY-WAT,WAT,1,0,8.903996180873667,0
LOST CREEK-WAT,WAT,1,0,8.904027183988575,0
LOWER GRANITE-WAT,WAT,1,0,8.904000094770632,0
CORONADO-RC,RC,1,0,10.780648367416651,0
COLETO CREEK-SUB,SUB,1,0,10.590984788315117,0
FAYETTE POWER PROJECT-SUB,SUB,1,0,10.530485393040372,0
OAK GROVE (TX)-LIG,LIG,1,0,10.418615637679357,0
SAN MIGUEL-LIG,LIG,1,0,13.344549637659279,0
HARRIS DAM-WAT,WAT,1,0,8.904052389162816,0
ROCKY MOUNTAIN HYDROELECTRIC PLANT-WAT,WAT,1,0,0.0,0
BRAME ENERGY CENTER-NG,NG,1,0,11.018591176610848,0
BRAME ENERGY CENTER-SUB,SUB,1,0,11.002138030959511,0
BRAME ENERGY CENTER-PC,PC,1,0,10.620286016889379,0
HARRINGTON-SUB,SUB,1,0,10.235334544623235,0
TOLK-SUB,SUB,1,0,10.424867320827866,0
JOHN TWITTY ENERGY CENTER-NG,NG,1,0,15.141637897520528,0
JOHN TWITTY ENERGY CENTER-SUB,SUB,1,0,10.33526081529112,0
W E WARNE-WAT,WAT,1,0,8.903976171435596,0
ROCK ISLAND-WAT,WAT,1,0,8.903995215578654,0
ROSS-WAT,WAT,1,0,8.903997864373393,0
LARAMIE RIVER STATION-RC,RC,1,0,10.264292690747421,0
TACOMA-WAT,WAT,1,0,8.903408151573487,0
AMES HYDRO-WAT,WAT,1,0,8.90303519090083,0
MOUNT ELBERT-WAT,WAT,1,0,-0.0,0
NORTHEAST (WA)-NG,NG,1,0,12.350271715789779,0
DYNEGY OAKLAND POWER PLANT-JF,JF,1,0,16.970343835235735,0
MEROM-BIT,BIT,1,0,10.557712623095435,0
EMPIRE ENERGY CENTER-NG,NG,1,0,13.136375366031661,0
MOBILE-DFO,DFO,1,0,11.517703102698322,0
APPLE RIVER-WAT,WAT,1,0,8.904456168187204,0
PEARL STATION-DFO,DFO,1,0,18.355518682062822,0
DANSBY-NG,NG,1,0,14.314197069367438,0
PAWNEE-SUB,SUB,1,0,10.861162879932374,0
WINYAH-RC,RC,1,0,12.529211019201298,0
MAYO-BIT,BIT,1,0,11.001688968925812,0
SOUTH TEXAS PROJECT-NUC,NUC,1,0,10.44160822088493,0
GERMANTOWN-DFO,DFO,1,0,16.154073888194258,0
GERMANTOWN-NG,NG,1,0,16.14673658638858,0
OTTUMWA-SUB,SUB,1,0,10.63664796722622,0
SCHERER-SUB,SUB,1,0,10.702075642254197,0
WILSON-DFO,DFO,1,0,638.8832113023661,0
MOUNTAINEER-BIT,BIT,1,0,10.21877020937363,0
OZARK BEACH-WAT,WAT,1,0,8.903926541887982,0
KODIAK MICROGRID-DFO,DFO,1,0,none,0
PORT LIONS MICROGRID-DFO,DFO,1,0,none,0
NORTH POLE-DFO,DFO,1,0,11.991582902398362,0
NORTH POLE-WO,WO,1,0,7.197280943704697,0
FAIRBANKS-DFO,DFO,1,0,21.37847396623561,0
HEALY-LIG,LIG,1,0,12.859078063491728,0
HEALY-DFO,DFO,1,0,14.398150016894343,0
COOPER LAKE-WAT,WAT,1,0,8.90392449348942,0
BERNICE LAKE-NG,NG,1,0,50.55591910815162,0
UNALAKLEET-DFO,DFO,1,0,9.940329690629989,0
NAKNEK-DFO,DFO,1,0,4.973293223156818,0
PURPLE LAKE-WAT,WAT,1,0,8.90429728483503,0
KOTZEBUE-DFO,DFO,1,0,none,0
KOTZEBUE-WND,WND,1,0,none,0
KOTZEBUE-MWH,MWH,1,0,none,0
GLENNALLEN-DFO,DFO,1,0,11.30550082093538,0
VALDEZ-DFO,DFO,1,0,7.429075216240823,0
CHEVAK-DFO,DFO,1,0,7.068846744077341,0
EMMONAK-DFO,DFO,1,0,8.685171425390584,0
HOOPER BAY-DFO,DFO,1,0,9.003441582485907,0
KIANA-DFO,DFO,1,0,9.303241757639725,0
MOUNTAIN VILLAGE-DFO,DFO,1,0,9.56710022457203,0
NOORVIK-DFO,DFO,1,0,9.860426029565687,0
ST MARYS IC-DFO,DFO,1,0,7.091080494008089,0
SELAWIK-DFO,DFO,1,0,9.678453594839866,0
SHISHMAREF-DFO,DFO,1,0,9.829720215127798,0
TOGIAK-DFO,DFO,1,0,9.371587228182504,0
SIXTH STREET GAS TURBINE-DFO,DFO,1,0,-7.587793073821327,0
HUTCHINSON PLANT #2-NG,NG,1,0,9.646614771534958,0
FELT-WAT,WAT,1,0,8.90388572796902,0
DETOUR-DFO,DFO,1,0,19.591798701371033,0
ROKEBY-NG,NG,1,0,16.222842183346998,0
ROKEBY-DFO,DFO,1,0,16.188813807677978,0
OCRACOKE-DFO,DFO,1,0,none,0
OCRACOKE-MWH,MWH,1,0,none,0
DWIGHT-WAT,WAT,1,0,8.903131374208323,0
INDIAN ORCHARD-WAT,WAT,1,0,8.90384431301207,0
TURNERS FALLS-WAT,WAT,1,0,8.904020555137311,0
TANGIER-DFO,DFO,1,0,10.357428844201323,0
SMITH ISLAND-DFO,DFO,1,0,10.623900128848833,0
STRAWBERRY CREEK-WAT,WAT,1,0,8.903873049860584,0
SWIFT CREEK-WAT,WAT,1,0,8.904960454915388,0
ANDERSON RANCH-WAT,WAT,1,0,8.904016948989579,0
BLACK CANYON-WAT,WAT,1,0,8.90409702793749,0
BOISE R DIVERSION-WAT,WAT,1,0,8.90340663397971,0
MINIDOKA-WAT,WAT,1,0,8.903966529894443,0
CANYON FERRY-WAT,WAT,1,0,8.904017725818223,0
ELEPHANT BUTTE-WAT,WAT,1,0,8.90408767309463,0
GREEN SPRINGS-WAT,WAT,1,0,8.90406105623367,0
DEER CREEK (UT)-WAT,WAT,1,0,8.903922889539091,0
FLAMING GORGE-WAT,WAT,1,0,8.90399186094773,0
CHANDLER-WAT,WAT,1,0,8.903964424315044,0
ROZA-WAT,WAT,1,0,8.904047944403658,0
HEART MOUNTAIN-WAT,WAT,1,0,8.904313638060906,0
ALCOVA-WAT,WAT,1,0,8.90404406169924,0
FALCON DAM & POWER-WAT,WAT,1,0,8.903985941701361,0
SAM RAYBURN DAM-WAT,WAT,1,0,8.90400428829197,0
WHITNEY-WAT,WAT,1,0,0.0,0
BROKEN BOW DAM-WAT,WAT,1,0,8.904003960475336,0
DENISON-WAT,WAT,1,0,8.903995065133632,0
CENTER HILL-WAT,WAT,1,0,8.9039924351347,0
CHEATHAM-WAT,WAT,1,0,8.90401968127646,0
EUFAULA DAM-WAT,WAT,1,0,8.903993403902946,0
LEMOLO 2-WAT,WAT,1,0,8.904012806997521,0
MADISON DAM-WAT,WAT,1,0,8.904189963319363,0
CHELAN-WAT,WAT,1,0,8.903975379097641,0
CEDAR FALLS (WA)-WAT,WAT,1,0,8.903955672553868,0
GORGE-WAT,WAT,1,0,8.903996430988535,0
DIABLO-WAT,WAT,1,0,8.903992716168297,0
BOUNDARY-WAT,WAT,1,0,8.903999943528238,0
QUEENS CREEK-WAT,WAT,1,0,8.903954858492709,0
WILSON DAM-WAT,WAT,1,0,8.90400017203102,0
AZUSA-WAT,WAT,1,0,0.0,0
PROCTOR-WAT,WAT,1,0,8.903953118069568,0
BELDENS-WAT,WAT,1,0,8.904164365120646,0
CARVER FALLS-WAT,WAT,1,0,8.905255096521298,0
BIG FORK-WAT,WAT,1,0,8.904094095577618,0
RIVER BEND-NUC,NUC,1,0,10.359932747455726,0
AMES GT-DFO,DFO,1,0,-31.150254589426908,0
ANTELOPE VALLEY-RC,RC,1,0,11.250245807270662,0
PORT ALLEN (HI)-DFO,DFO,1,0,10.261877514393415,0
GORGE 18-WAT,WAT,1,0,8.90425573986101,0
SAN FRANCISQUITO 1-WAT,WAT,1,0,8.90400761690806,0
SAN FRANCISQUITO 2-WAT,WAT,1,0,8.903997226888224,0
INTERMOUNTAIN POWER PROJECT-BIT,BIT,1,0,9.371502596061713,0
MCINDOES-WAT,WAT,1,0,8.904011841494617,0
BEND-WAT,WAT,1,0,8.906633358074526,0
MILL C-WAT,WAT,1,0,8.905103930211675,0
MAALAEA-DFO,DFO,1,0,8.96966002337875,0
OAK GROVE-WAT,WAT,1,0,8.903966579706621,0
MOYIE SPRINGS-WAT,WAT,1,0,8.903693001415942,0
FLEISH-WAT,WAT,1,0,8.90407951122896,0
VALENCIA-NG,NG,1,0,11.42941341450707,0
ROCKY FORD-DFO,DFO,1,0,-10.190371461843421,0
KEOWEE-WAT,WAT,1,0,8.90396296017504,0
KINGS BEACH-DFO,DFO,1,0,26.26631612283075,0
VERGENNES 9-WAT,WAT,1,0,8.903909076606942,0
VERGENNES 9-DFO,DFO,1,0,8.587647082734563,0
WATERBURY 22-WAT,WAT,1,0,8.903752738954218,0
LAHONTAN-WAT,WAT,1,0,8.903638169300159,0
YARDS CREEK-WAT,WAT,1,0,-0.0,0
E J WEST-WAT,WAT,1,0,8.904173322993866,0
SEARSBURG-WAT,WAT,1,0,8.904070198903447,0
VERDI-WAT,WAT,1,0,8.903854222324226,0
WASHOE-WAT,WAT,1,0,8.904837311163124,0
LITTLE COTTONWOOD-WAT,WAT,1,0,8.903122617916486,0
DAM NO. 4 HYDRO STATION-WAT,WAT,1,0,8.904459221613559,0
DAM NO. 5 HYDRO STATION-WAT,WAT,1,0,8.904295076906877,0
MILLVILLE HYDRO STATION-WAT,WAT,1,0,8.903922693057801,0
FOSTER-WAT,WAT,1,0,8.903920966445545,0
WAVERLY MUNICIPAL ELECTRIC NORTH PLANT-DFO,DFO,1,0,10.29554047797665,0
WAVERLY MUNICIPAL ELECTRIC NORTH PLANT-NG,NG,1,0,10.482369935044042,0
MCGRATH-DFO,DFO,1,0,12.91011848154292,0
D G HUNTER-NG,NG,1,0,9.122504004130258,0
GEORGE M SULLIVAN GENERATION PLANT 2-NG,NG,1,0,8.669766852098093,0
LONDON-WAT,WAT,1,0,8.904041166047554,0
MARMET-WAT,WAT,1,0,8.903906947135436,0
WINFIELD-WAT,WAT,1,0,8.903962665609175,0
BERLIN-DFO,DFO,1,0,71.1187881927574,0
BETHEL-DFO,DFO,1,0,9.430308712293764,0
JOHNSON-DFO,DFO,1,0,12.780694894425205,0
BEAVER FALLS-WAT,WAT,1,0,8.904047266761522,0
SILVIS-WAT,WAT,1,0,8.904478980338338,0
STOCK ISLAND-DFO,DFO,1,0,14.160046969952656,0
WILKINS STATION-DFO,DFO,1,0,18.968386023294507,0
TOLEDO BEND-WAT,WAT,1,0,8.90400802291575,0
UNION VALLEY-WAT,WAT,1,0,8.903992017070141,0
HIGHGATE FALLS-WAT,WAT,1,0,8.903964517989456,0
FORT PECK-WAT,WAT,1,0,8.903995589339422,0
GAVINS POINT-WAT,WAT,1,0,8.90400209319825,0
A L PIERCE-NG,NG,1,0,12.903610331406396,0
LAKE LYNN HYDRO STATION-WAT,WAT,1,0,8.904195433499472,0
YAKUTAT-DFO,DFO,1,0,9.448103810784042,0
R D GREEN-BIT,BIT,1,0,10.909283592328967,0
INDEPENDENCE STEAM ELECTRIC STATION-SUB,SUB,1,0,10.438346369247848,0
LAKE MATHEWS-WAT,WAT,1,0,8.904234413261113,0
FOOTHILL FEEDER-WAT,WAT,1,0,8.904029194769366,0
SAN DIMAS-WAT,WAT,1,0,8.904036124814713,0
YORBA LINDA-WAT,WAT,1,0,8.903884119039935,0
MEXICO-DFO,DFO,1,0,36.577603070504054,0
MOBERLY-DFO,DFO,1,0,11.312232065572564,0
MOREAU-DFO,DFO,1,0,12.554191349887942,0
LOUISA-RC,RC,1,0,10.545201785246745,0
PELICAN-WAT,WAT,1,0,8.898420334049293,0
PELICAN-DFO,DFO,1,0,17.585905306053625,0
PEBBLY BEACH-DFO,DFO,1,0,none,0
PEBBLY BEACH-PG,PG,1,0,none,0
PEBBLY BEACH-MWH,MWH,1,0,none,0
WARRICK-BIT,BIT,1,0,10.656334768833574,0
ROCK LAKE CT-DFO,DFO,1,0,14.849776891858513,0
RAWHIDE-SUB,SUB,1,0,9.478239845753999,0
RAWHIDE-NG,NG,1,0,11.96139861122599,0
SIKESTON POWER STATION-SUB,SUB,1,0,10.549207661666221,0
HUGO-SUB,SUB,1,0,11.390757534387241,0
WEST STATION (NJ)-DFO,DFO,1,0,18.59782932907409,0
ST STEPHEN-WAT,WAT,1,0,8.904009934080227,0
AUGUSTA ELECTRIC PLANT NO 2-NG,NG,1,0,15.687141001840898,0
JARVIS STREET-DFO,DFO,1,0,-5.60689503064764,0
D B WILSON-BIT,BIT,1,0,10.095994770514299,0
ST BONIFACIUS-DFO,DFO,1,0,17.362691703488007,0
HUGOTON 2-DFO,DFO,1,0,10.362343379613952,0
HUGOTON 2-NG,NG,1,0,10.407988151437321,0
LOWER NO 1-WAT,WAT,1,0,8.903940958113296,0
EAST 12TH STREET-NG,NG,1,0,12.759961403387246,0
UNIT 4-WAT,WAT,1,0,8.903823561814473,0
CHANUTE 3-NG,NG,1,0,8.96914507445981,0
CHANUTE 3-DFO,DFO,1,0,8.812883933645443,0
WHITEHEAD-NG,NG,1,0,12.024638541535431,0
MAJOR OAK POWER-LIG,LIG,1,0,11.15313462369052,0
GRAVEL NECK-DFO,DFO,1,0,13.243875926507018,0
GRAVEL NECK-NG,NG,1,0,13.227739372234263,0
HYDRO II-WAT,WAT,1,0,8.903972249168639,0
ELLIS HYDRO-WAT,WAT,1,0,8.903989549362024,0
HUMPBACK CREEK-WAT,WAT,1,0,8.904101456818259,0
WRIGHTSVILLE HYDRO PLANT-WAT,WAT,1,0,8.902265868488547,0
BOLTON FALLS-WAT,WAT,1,0,8.904021537562326,0
SIBLEY NO TWO-NG,NG,1,0,11.631080003543897,0
MCINTOSH (AL)-NG,NG,1,0,11.17766279288023,0
STAMPEDE-WAT,WAT,1,0,8.90405175963852,0
MOJAVE SIPHON-WAT,WAT,1,0,8.903961055761592,0
UPPER SALMON B-WAT,WAT,1,0,8.904053876804678,0
HARRY ALLEN-NG,NG,1,0,7.095114843507669,0
J K SPRUCE-SUB,SUB,1,0,9.900952858049722,0
HEBER CITY-NG,NG,1,0,10.511734910177465,0
CENTENNIAL-DFO,DFO,1,0,11.698014594096731,0
PEC HEADWORKS-WAT,WAT,1,0,8.904038290570888,0
HOIST-WAT,WAT,1,0,8.90391210162097,0
MCCLURE DAM-WAT,WAT,1,0,8.903881300819961,0
CATARACT (MI)-WAT,WAT,1,0,8.908170690904877,0
GLADSTONE-DFO,DFO,1,0,-11.114285605687229,0
BAD CREEK-WAT,WAT,1,0,-0.0,0
WYNOOCHEE-WAT,WAT,1,0,8.904080831177884,0
WILLIAM F MATSON GENERATING STATION-WAT,WAT,1,0,8.904008726146719,0
THERMALITO DIVERSON DAM-WAT,WAT,1,0,8.903730692284205,0
PUNA-RFO,RFO,1,0,14.380339511644472,0
PUNA-DFO,DFO,1,0,12.856406540177717,0
BRANDON STATION-NG,NG,1,0,10.238275355825008,0
PINE VIEW DAM-WAT,WAT,1,0,8.902427205129046,0
WHILLOCK-WAT,WAT,1,0,8.90398673803498,0
FORKED RIVER-NG,NG,1,0,12.990645104352703,0
PLEASANT HILL-NG,NG,1,0,32.942664863457324,0
WADING RIVER-DFO,DFO,1,0,14.653321788195843,0
MILL CREEK 3-WAT,WAT,1,0,8.903910245547136,0
STONY GORGE-WAT,WAT,1,0,8.90443844982781,0
HAY ROAD-NG,NG,1,0,8.117173162807752,0
LIME CREEK-DFO,DFO,1,0,36.81125797672383,0
WOODSDALE-NG,NG,1,0,13.149027573850809,0
CONCORD-NG,NG,1,0,13.907965220666226,0
WADDELL-WAT,WAT,1,0,0.0,0
MURRAY-WAT,WAT,1,0,8.903979381537722,0
CHESTER LAKE-WAT,WAT,1,0,8.904242847742758,0
NORTHWAY-DFO,DFO,1,0,11.276650613433594,0
BARROW-NG,NG,1,0,15.712463464466945,0
GWITCHYAA ZHEE-DFO,DFO,1,0,14.604322343437822,0
HEADGATE ROCK-WAT,WAT,1,0,8.903950724313763,0
ANIAK-DFO,DFO,1,0,none,0
NEWHALEN-DFO,DFO,1,0,14.318871630066058,0
NEWHALEN-WAT,WAT,1,0,8.901903808559295,0
WHISKEYTOWN-WAT,WAT,1,0,8.903824414486126,0
