plant_id,type,n,c2,c1,c0
SR HAZLEHURST-SUN,SUN,1,0,8.904013458824785,0
CORONUS ADELANTO WEST 1-SUN,SUN,1,0,8.904060292605827,0
CORONUS ADELANTO WEST 2-SUN,SUN,1,0,8.90436211001067,0
PARK MERIDIAN #1-SUN,SUN,1,0,8.903787326310344,0
RANCHO CUCAMONGA DIST #1-SUN,SUN,1,0,8.905146208423533,0
TERRA FRANCESCO-SUN,SUN,1,0,8.904005119085095,0
INNOVATIVE SOLAR 6-SUN,SUN,1,0,8.904594296598027,0
ACTON SOLAR LANDFILL-SUN,SUN,1,0,8.904360555695556,0
PARLIN SOLAR LLC-SUN,SUN,1,0,8.904185371539377,0
SPRINGFIELD SOLAR LLC-SUN,SUN,1,0,8.90582614870277,0
BEAVER SOLAR LLC-SUN,SUN,1,0,8.90485141285463,0
FOWLER RIDGE IV WIND FARM LLC-WND,WND,1,0,8.903999063489852,0
"CRESWELL ALLIGOOD SOLAR, LLC-SUN",SUN,1,0,8.904072648729302,0
"EVERETTS WILDCAT SOLAR, LLC-SUN",SUN,1,0,8.904757608883529,0
PUTAH CREEK SOLAR FARM-SUN,SUN,1,0,8.90356424088722,0
"FLS SOLAR 200, LLC-SUN",SUN,1,0,8.90308934135585,0
"FLS SOLAR 170, LLC-SUN",SUN,1,0,8.904310324999779,0
"INNOVATIVE SOLAR 14, LLC-SUN",SUN,1,0,8.901948083399532,0
"INNOVATIVE SOLAR 15, LLC-SUN",SUN,1,0,8.9045826111748,0
VEGA SOLAR-SUN,SUN,1,0,8.903994860445783,0
DALTON 2-SUN,SUN,1,0,8.9037272912563,0
APPLE CAMPUS 2 FUEL CELL-LFG,LFG,1,0,11.027483986444437,0
SANDOVAL SOLAR ENERGY CENTER-SUN,SUN,1,0,8.904017827775135,0
CLEAN FUEL DANE COMMUNITY DIGESTER-OBG,OBG,1,0,5.41692940085078,0
SPRINGER SOLAR 1-SUN,SUN,1,0,8.904816386985367,0
CROCKETT FARM-SUN,SUN,1,0,8.90365552010058,0
EASTOVER FARM-SUN,SUN,1,0,8.904305762837462,0
FOXFIRE SOLAR FARM-SUN,SUN,1,0,8.903627911191784,0
HUTCHINSON FARM-SUN,SUN,1,0,8.904539428083234,0
KEEN FARM-SUN,SUN,1,0,8.903486098128434,0
ASHLEY SOLAR FARM-SUN,SUN,1,0,8.904074823905825,0
BEARFORD FARM SOLAR PROJECT-SUN,SUN,1,0,8.90449759944989,0
MOCKSVILLE SOLAR-SUN,SUN,1,0,8.903712037876767,0
TISBURY LANDFILL SOLAR-SUN,SUN,1,0,8.904907043090844,0
SOUTHEAST BERRIEN GENERATING FACILITY-LFG,LFG,1,0,9.906976280892687,0
MANWAY SOLAR FARM-SUN,SUN,1,0,8.903362781851273,0
MILLIKAN FARM-SUN,SUN,1,0,8.903834827227595,0
MISENHEIMER FARM-SUN,SUN,1,0,8.904000550024927,0
MONROE MOORE FARM-SUN,SUN,1,0,8.9047092932948,0
FRANKLIN SOLAR 2-SUN,SUN,1,0,8.904938985848174,0
STOUT FARM-SUN,SUN,1,0,8.904352557796651,0
TART FARM-SUN,SUN,1,0,8.904618424135565,0
WELLONS FARM-SUN,SUN,1,0,8.903783342883138,0
WOODLAND CHURCH FARM-SUN,SUN,1,0,8.903879475052419,0
YADKIN 601 FARM-SUN,SUN,1,0,8.903190652076084,0
RUTHERFORD FARM-SUN,SUN,1,0,8.90394290126418,0
SCHELL SOLAR FARM-SUN,SUN,1,0,8.904338413246267,0
SEDBERRY FARM-SUN,SUN,1,0,8.904327366028667,0
"SPRING VALLEY FARM 2, LLC-SUN",SUN,1,0,8.904048596386334,0
STIKELEATHER FARM-SUN,SUN,1,0,8.904081954586495,0
"COLTON SOLAR ONE, LLC-SUN",SUN,1,0,8.903262682198307,0
"COLTON SOLAR TWO, LLC-SUN",SUN,1,0,8.90448659881624,0
TROPICO SOLAR PV PLANT-SUN,SUN,1,0,8.903945455563399,0
NICOLIS SOLAR PV PLANT-SUN,SUN,1,0,8.904053751767524,0
L&D LANDFILL SOLAR-SUN,SUN,1,0,8.904132151530439,0
WALTERS SOLAR (FLS 260)-SUN,SUN,1,0,8.904084347531906,0
STAGECOACH SOLAR-SUN,SUN,1,0,8.903576988271494,0
VICKSBURG SOLAR-SUN,SUN,1,0,8.904591262299851,0
SOUL CITY SOLAR-SUN,SUN,1,0,8.903902281030303,0
"MARICOPA WEST SOLAR PV, LLC-SUN",SUN,1,0,8.904073803798678,0
"AP NORTH LAKE I, LP-SUN",SUN,1,0,8.904018630949492,0
"LKL BLBD, LLC-SUN",SUN,1,0,8.903632627901361,0
TOWN OF WILLIAMSON LANDFILL PV-SUN,SUN,1,0,8.903982432804332,0
MONTEREY DIESEL GENERATION FACILITY-DFO,DFO,1,0,9.4984386424671,0
MEADOW LAKE SOLAR ENERGY CENTER-SUN,SUN,1,0,8.904193451245433,0
CIBOLA-SUN,SUN,1,0,8.903880633882695,0
SOUTH MILFORD SOLAR PLANT-SUN,SUN,1,0,8.903586178483932,0
TX JUMBO ROAD WIND-WND,WND,1,0,8.904005632004479,0
FUTURE GENERATION WIND-WND,WND,1,0,8.903961082228436,0
CLARKSON SOLAR-SUN,SUN,1,0,8.90194991829706,0
TWISS STREET SOLAR-SUN,SUN,1,0,8.903762841708055,0
CHICOPEE RIVER SOLAR-SUN,SUN,1,0,8.9018186142166,0
CHICOPEE GRANBY ROAD SOLAR-SUN,SUN,1,0,8.906641391996484,0
HARMONY-SUN,SUN,1,0,8.904229975046857,0
HANOVER-SUN,SUN,1,0,8.903145529933255,0
JERICHO RISE WIND FARM LLC-WND,WND,1,0,8.903989012998705,0
CENTRASTATE MEDICAL CENTER PV FACILITY-SUN,SUN,1,0,8.904283243340153,0
IMCLONE SOLAR ELECTRIC FACILITY-SUN,SUN,1,0,8.903714666733112,0
MIDWEST ENERGY COMMUNITY SOLAR ARRAY-SUN,SUN,1,0,8.90436043978922,0
KETTLEMAN SOLAR -CENTAURUS-SUN,SUN,1,0,8.903941302945363,0
SANDSTONE SOLAR-SUN,SUN,1,0,8.90399077413086,0
CLINTON LFGTE-LFG,LFG,1,0,10.498740917911459,0
CHARLTON SOLAR I-SUN,SUN,1,0,none,0
ADAMS WIND-WND,WND,1,0,8.90398849247493,0
CORONAL LOST HILLS-SUN,SUN,1,0,8.90400065429381,0
LIGHTOLIER WIND I TURBINE-WND,WND,1,0,8.904345618334341,0
GARYSBURG SOLAR-SUN,SUN,1,0,8.903614606146533,0
GASTON SOLAR-SUN,SUN,1,0,8.903945142955621,0
SEABOARD SOLAR LLC-SUN,SUN,1,0,8.903531342744797,0
MT OLIVE SOLAR 1-SUN,SUN,1,0,8.904706728816771,0
FLS SOLAR 230 (WARREN)-SUN,SUN,1,0,8.904043463504939,0
STILLWATER ENERGY CENTER-NG,NG,1,0,9.387797636313989,0
TARBORO SOLAR-SUN,SUN,1,0,8.904279488357641,0
NELSON GARDENS LANDFILL GAS TO ENERGY-LFG,LFG,1,0,15.487462179168988,0
CII METHANE MANAGEMENT III LFG PLANT-LFG,LFG,1,0,11.6876888267773,0
"FOREVER 21 RETAIL, INC.-SUN",SUN,1,0,8.904432128809496,0
NORDHOFF PLACE-SUN,SUN,1,0,8.90578246054859,0
CITY OF TRUTH OR CONSEQUENCES PV-SUN,SUN,1,0,8.902531892162138,0
SENDERO-WND,WND,1,0,8.903991571197974,0
CAMPBELL COUNTY WIND FARM-WND,WND,1,0,8.903962315136674,0
COMANCHE SOLAR-SUN,SUN,1,0,8.903975554370538,0
"IMPERIAL VALLEY SOLAR CO (IVSC) 2, LLC-SUN",SUN,1,0,8.903943089042867,0
SPI ANDERSON 2-WDS,WDS,1,0,4.574076872802391,0
WASHINGTON CITY ELECTRIC GENERATION-NG,NG,1,0,5.7071482419868165,0
TEHACHAPI ENERGY STORAGE PROJECT-MWH,MWH,1,0,0.0,0
"CORNWALL SOLAR CENTER, LLC-SUN",SUN,1,0,8.9032992239585,0
INNOVATIVE SOLAR 37-SUN,SUN,1,0,8.904000363728919,0
INNOVATIVE SOLAR 47-SUN,SUN,1,0,8.904033457187102,0
INNOVATIVE SOLAR 48-SUN,SUN,1,0,8.904225837875845,0
INNOVATIVE SOLAR 54-SUN,SUN,1,0,8.903995720674546,0
INNOVATIVE SOLAR 23-SUN,SUN,1,0,8.904266736588271,0
INNOVATIVE SOLAR 46-SUN,SUN,1,0,8.904034622618884,0
INNOVATIVE SOLAR 44-SUN,SUN,1,0,8.904048564330083,0
INNOVATIVE SOLAR 55-SUN,SUN,1,0,8.903325621692847,0
INNOVATIVE SOLAR 64-SUN,SUN,1,0,8.905226846498046,0
INNOVATIVE SOLAR 67-SUN,SUN,1,0,8.903992226212752,0
MAIN STREET SOLAR PROJECT-SUN,SUN,1,0,8.906043183600637,0
GM LORDSTOWN ASSEMBLY SOLAR ARRAY-SUN,SUN,1,0,8.903488372479046,0
"LINDAHL WIND PROJECT, LLC-WND",WND,1,0,8.903993446518006,0
REMINGTON SOLAR FACILITY-SUN,SUN,1,0,8.90393379411375,0
SARASOTA COUNTY LFGTE FACILITY-LFG,LFG,1,0,12.596244663875696,0
SUN HARVEST SOLAR NDP1-SUN,SUN,1,0,8.903467284096857,0
WAKE COUNTY LFG FACILITY-LFG,LFG,1,0,11.583828932724039,0
GULF COAST SOLAR CENTER I-SUN,SUN,1,0,8.904070422997242,0
GULF COAST SOLAR CENTER II-SUN,SUN,1,0,8.903963008176506,0
GULF COAST SOLAR CENTER III-SUN,SUN,1,0,8.904048909905427,0
NBC FIELD'S POINT WIND FARM-WND,WND,1,0,8.90405477076639,0
"ASPEN SOLAR, LLC-SUN",SUN,1,0,8.904952092633245,0
"MT. HOME SOLAR 1, LLC-SUN",SUN,1,0,8.904088906389488,0
"PAVANT SOLAR, LLC-SUN",SUN,1,0,8.90399099861255,0
"COTTONWOOD SOLAR, LLC COTTONWOOD CARPORT-SUN",SUN,1,0,8.905719362040811,0
"SHELL NEW ENERGIES, JUNCTION CITY-OBG",OBG,1,0,11.878886417184354,0
STEEL SUN-SUN,SUN,1,0,8.903374630637156,0
BRE-SUN,SUN,1,0,8.904099249287215,0
FRANKLINTON SOLAR-SUN,SUN,1,0,8.903714732587515,0
ST. PAUL INTL AIRPORT RED & BLUE PARKING-SUN,SUN,1,0,8.903281748052521,0
SAND VALLEY POWER STATION-LFG,LFG,1,0,13.854895728675277,0
"CII METHANE MANAGEMENT IV, LLC-LFG",LFG,1,0,10.900106518989436,0
"SAN ROMAN WIND I, LLC-WND",WND,1,0,8.904008975879432,0
HOLDREGE SOLAR CENTER-SUN,SUN,1,0,8.904286624065712,0
IKEA ST. LOUIS 410-SUN,SUN,1,0,8.903965756932758,0
DD HAY ROAD SOLAR 23 LLC-SUN,SUN,1,0,8.910334336630179,0
FRAMINGHAM STATE UNIVERSITY PLANT-SUN,SUN,1,0,8.906178489702514,0
CHARLOTTE SOLAR LLC VT-SUN,SUN,1,0,8.90322977748343,0
SEVILLE 1-SUN,SUN,1,0,8.904032345167831,0
SEVILLE 2-SUN,SUN,1,0,8.904050717909847,0
SCITUATE WIND-WND,WND,1,0,8.90486928026602,0
FAIRHAVEN WIND-WND,WND,1,0,8.904006699049967,0
CML&P GENERATING FACILITY NO. 2-NG,NG,1,0,9.131147444939593,0
BULL STREET PLANT-NG,NG,1,0,28.449348988998423,0
SUBSTATION 20 PLANT-NG,NG,1,0,19.107658830997863,0
MACON SOLAR POWER PROJECT-SUN,SUN,1,0,8.902513828654532,0
SEPV 18-SUN,SUN,1,0,8.90527417458123,0
TEMPLETON-SUN,SUN,1,0,8.902888579411105,0
GREEN PASTURES WIND I-WND,WND,1,0,8.90399512733544,0
GREEN PASTURES WIND II-WND,WND,1,0,8.904024254271201,0
BRISCOE WIND FARM-WND,WND,1,0,8.904014722191933,0
KIRKWOOD WIND TURBINE-WND,WND,1,0,8.904214753736854,0
"VALENTINE WIND, LLC-WND",WND,1,0,8.905342538088513,0
ASPIRATION G-SUN,SUN,1,0,8.90389195805965,0
CITIZEN B-SUN,SUN,1,0,8.904479021198654,0
LANCASTER WAD B-SUN,SUN,1,0,8.903316313673672,0
SEPV MOJAVE WEST-SUN,SUN,1,0,8.90406733820339,0
BARTON SOLAR FARM-SUN,SUN,1,0,8.90236061289895,0
SUNNYSIDE RANCH COMMUNITY SOLAR ARRAY-SUN,SUN,1,0,8.90357467627097,0
CHIMES WEST FRIENDSHIP (NIXON FARMS)-SUN,SUN,1,0,8.907269588634728,0
LAKELAND ELECTRIC CO. (FL)-AIRPORT 1-SUN,SUN,1,0,8.901890090372977,0
LEOMINSTER (MA)-SOUTH STREET-R&D-SUN,SUN,1,0,8.904001678255375,0
DSH (CA) - COALINGA STATE HOSPITAL-SUN,SUN,1,0,8.903999812040237,0
RIVER MOUNTAINS SOLAR-SUN,SUN,1,0,8.903980579821411,0
CDCR (CA) - PLEASANT VALLEY STATE PRISON-SUN,SUN,1,0,8.903921606925639,0
UMES (MD) - PRINCESS ANNE-SUN,SUN,1,0,8.90332010291361,0
BOURNE (MA) - HOLLISTON I-SUN,SUN,1,0,8.905752974535616,0
"WILZIG ASSOCIATES, LLC-SUN",SUN,1,0,8.90096850308719,0
BLUEWAVE CAPITAL - GRAFTON (SREC II)-SUN,SUN,1,0,8.904455501436505,0
LAKELAND ELECTRIC CO. (FL) - AIPORT II-SUN,SUN,1,0,none,0
CHESTER POWER PARTNERS-SUN,SUN,1,0,8.904677783417641,0
GLADES PIKE GENERATION PLANT-LFG,LFG,1,0,9.924025338703137,0
"RED HILL SOLAR CENTER, LLC-SUN",SUN,1,0,8.904655768288803,0
"VAN SLYKE SOLAR CENTER, LLC-SUN",SUN,1,0,8.903503316166775,0
"BROADWAY SOLAR CENTER, LLC-SUN",SUN,1,0,8.903184522924155,0
ROBESON COUNTY LFG TO ENERGY-LFG,LFG,1,0,0.0,0
OREGON CLEAN ENERGY CENTER-NG,NG,1,0,6.656291998592043,0
OREGON CLEAN ENERGY CENTER-DFO,DFO,1,0,none,0
STETSON ROAD SOLAR - BARRE I-SUN,SUN,1,0,8.902489056413332,0
BARRE II SOLAR PROJECT-SUN,SUN,1,0,8.9041913382463,0
CHESTER SOLAR FARM-SUN,SUN,1,0,8.903105215685942,0
CONCORD SOLAR FARM-SUN,SUN,1,0,8.904164564792959,0
TIA SOLAR-SUN,SUN,1,0,8.90379011205432,0
IMPA PENDLETON SOLAR PARK-SUN,SUN,1,0,8.905218851711185,0
JEFFERSON SOLAR PARK-SUN,SUN,1,0,8.902447196848517,0
CARROLL COUNTY ENERGY-NG,NG,1,0,6.602776464793463,0
BIOTOWN AG-OBG,OBG,1,0,9.879123416567325,0
ADAMS FARM SOLAR-SUN,SUN,1,0,8.903943832562831,0
HEARTLAND COMMUNITY COLLEGE-WND,WND,1,0,8.903906882997774,0
RGS-RUTLAND VNM SREC II PROJECT (MA)-SUN,SUN,1,0,8.90502102774072,0
EDEN SOLAR LLC-SUN,SUN,1,0,8.90403289129434,0
DAVIS MONTHAN AFB (AZ) WEST AIRFIELD-SUN,SUN,1,0,8.904004810398389,0
NEW BEDFORD (MA) PLYMOUTH-SUN,SUN,1,0,8.903558987736398,0
UPPER BLACKSTONE (MA) TREASURE VALLEY-SUN,SUN,1,0,8.904190186503769,0
WAYNOKA GAS PROCESSING PLANT-NG,NG,1,0,9.67029098182611,0
CRODA ATLAS POINT CHP-LFG,LFG,1,0,4.6122873719918696,0
GILA RIVER POWER BLOCK 3-NG,NG,1,0,7.310460064320429,0
"FREMONT COMMUNITY DIGESTER, LLC-OBG",OBG,1,0,6.008153767182048,0
FIDDLER'S CANYON #2-SUN,SUN,1,0,8.903897514351025,0
FIDDLER'S CANYON #1-SUN,SUN,1,0,8.904041427184332,0
"ADVANCE STORES COMPANY, INC-SUN",SUN,1,0,8.900270018964507,0
MILLBROOK SCHOOL-SUN,SUN,1,0,8.90457891988794,0
OREGON UNIVERSITY SYSTEM RABBIT FIELD-SUN,SUN,1,0,8.904821674578063,0
INDUSTRIAL PLANT-DFO,DFO,1,0,22.843000230679614,0
CHICAGO WEST SIDE ENERGY CENTER-NG,NG,1,0,6.121885272273944,0
AHOSKIE-SUN,SUN,1,0,8.903389420213882,0
BAYONNE MUA- LEITNER-POMA WIND TURBINE-WND,WND,1,0,8.90048439508441,0
COLON PV-SUN,SUN,1,0,8.902936798309048,0
AMAZON SAN BERNARDINO-NG,NG,1,0,8.204111780297165,0
IBM SOUTHBURY-NG,NG,1,0,7.311333819643611,0
MAXIM-NG,NG,1,0,8.581610855111137,0
PIXAR - EMERYVILLE-NG,NG,1,0,8.412045568826978,0
STARBUCKS - EVOLUTION FRESH-NG,NG,1,0,8.71460099099978,0
YAHOO! - HQ-NG,NG,1,0,8.979517252338384,0
AIRPORT 1 SOLAR (DIA)-SUN,SUN,1,0,8.904854133467323,0
MUNSTER LANDFILL GAS-TO-ENERGY-LFG,LFG,1,0,17.947610857695953,0
MOUNTAIN HOME ENERGY CENTER-NG,NG,1,0,8.613826903230812,0
DAIRYLAND WTE PLANT-OBG,OBG,1,0,12.5827517931206,0
ROCKFISH SOLAR LLC-SUN,SUN,1,0,8.9044332174847,0
WOLF HOLLOW II-NG,NG,1,0,6.7470213318551995,0
"COPPER MOUNTAIN SOLAR 4, LLC-SUN",SUN,1,0,8.90399786320971,0
GRANBY LFG-LFG,LFG,1,0,15.372325854914552,0
NANTICOKE LFG-LFG,LFG,1,0,9.727211527186011,0
TOOELE ARMY DEPOT-WND,WND,1,0,8.908122655842176,0
CONCORD FARM-SUN,SUN,1,0,8.902765447333957,0
MOHAVE ELECTRIC AT FORT MOHAVE-SUN,SUN,1,0,8.90390348683081,0
HUNT FARM SOLAR-SUN,SUN,1,0,8.903689400440879,0
205 STURBRIDGE A-SUN,SUN,1,0,8.903186693651922,0
201 STURBRIDGE B-SUN,SUN,1,0,8.90296898317871,0
INDY III-SUN,SUN,1,0,8.904118757524017,0
SWEETGUM SOLAR-SUN,SUN,1,0,8.903978185577834,0
SOUTH LOUISBURG SOLAR-SUN,SUN,1,0,8.905074956854566,0
PLAYA SOLAR-SUN,SUN,1,0,none,0
BALSAM-SUN,SUN,1,0,8.904378840303778,0
ROYAL SOLAR-SUN,SUN,1,0,8.904029404588721,0
KINSTON SOLAR-SUN,SUN,1,0,8.903093958785892,0
LAURINBURG SOLAR-SUN,SUN,1,0,8.904304623400817,0
INDY GROCERS-SUN,SUN,1,0,8.902140365603376,0
NEWTON GROVE-SUN,SUN,1,0,8.902369394214407,0
TWIN FALLS (WI)-WAT,WAT,1,0,8.904044094074044,0
SLATE CREEK WIND PROJECT LLC-WND,WND,1,0,8.903996958800118,0
MILO WIND PROJECT LLC-WND,WND,1,0,8.90399887584684,0
SPRING HILL ROAD-SUN,SUN,1,0,8.905223152761028,0
SPRINGBOK SOLAR FARM 2-SUN,SUN,1,0,8.904004268373347,0
GENERAL MOTORS CORP AT WHITE MARSH MD-SUN,SUN,1,0,8.905834251688862,0
CNE AT CAMBRIDGE MD-SUN,SUN,1,0,8.904750870588236,0
GEORGIA POWER AT WADLEY GA-SUN,SUN,1,0,8.904628108617313,0
MUNICH RE PLAZA-SUN,SUN,1,0,8.904817551317166,0
NEW RIVER-LFG,LFG,1,0,10.829865312005262,0
NORTHWEST COMMUNITY HOSPITAL-NG,NG,1,0,11.392185224146626,0
PIKES PEAK SOLAR GARDEN 1 LLC-SUN,SUN,1,0,none,0
ADAMS COMMUNITY SOLAR GARDEN LLC-SUN,SUN,1,0,8.903282897558325,0
ADAMS COMMUNITY SOLAR GARDEN III LLC-SUN,SUN,1,0,8.900949724140416,0
GREAT BAY SOLAR 1-SUN,SUN,1,0,8.904062954566177,0
NORTH STAR SOLAR PROJECT-SUN,SUN,1,0,8.903997529205213,0
WATERVLIET PV-SUN,SUN,1,0,8.903887321731098,0
OLIVEPV-SUN,SUN,1,0,8.903752381167319,0
DEER CREEK PV-SUN,SUN,1,0,8.903343549949572,0
"SOINCPOWER6, LLC-SUN",SUN,1,0,8.903891437428678,0
"SOINCPOWER5, LLC-SUN",SUN,1,0,8.904437536369617,0
JOHNSTON SOLAR-SUN,SUN,1,0,8.904690029257981,0
HP HOOD CT-NG,NG,1,0,4.160903271348316,0
TWIN BRANCH PV-SUN,SUN,1,0,8.904520172976905,0
FORT BENNING SOLAR FACILITY-SUN,SUN,1,0,8.903888664194005,0
FORT GORDON SOLAR FACILITY-SUN,SUN,1,0,8.90413965468114,0
KING'S BAY SOLAR FACILITY-SUN,SUN,1,0,none,0
FORT STEWART SOLAR FACILITY-SUN,SUN,1,0,8.903940685215177,0
PALMER SOLAR LLC-SUN,SUN,1,0,8.902812679569628,0
LOCKHEED MARTIN SOLAR SYSTEM-SUN,SUN,1,0,8.904948228100192,0
KINGBIRD A SOLAR LLC-SUN,SUN,1,0,8.903964064608727,0
UC DAVIS SOUTH CAMPUS-SUN,SUN,1,0,8.903914917185483,0
LOWELL SOLAR LANDFILL-SUN,SUN,1,0,8.90413438980024,0
RICHLAND SOLAR CENTER-SUN,SUN,1,0,8.904052151595495,0
MARSHALL SOLAR ENERGY PROJECT-SUN,SUN,1,0,8.904050045507802,0
MARINE CORPS LOGISTICS BASE SOLAR-SUN,SUN,1,0,8.90397150790993,0
RIVERSIDE RWQCP FUEL CELL-OBG,OBG,1,0,10.33307216610125,0
"BEAUFORT SOLAR, LLC-SUN",SUN,1,0,8.90417135569335,0
CP BLOOM WIND LLC-WND,WND,1,0,8.903992117665712,0
BUTLER SOLAR FARM 20-SUN,SUN,1,0,8.904155203984427,0
PAWPAW SOLAR PLANT-SUN,SUN,1,0,8.903992540230485,0
BUTLER SOLAR PROJECT 103-SUN,SUN,1,0,8.904005301140609,0
TAYLOR COUNTY SOLAR-SUN,SUN,1,0,8.903987933482192,0
"SUNENERGY1-SCOTLAND NECK, LLC-SUN",SUN,1,0,8.90437748566723,0
"CHOCO SOLAR, LLC-SUN",SUN,1,0,8.904117881033422,0
CORCORAN SOLAR 3-SUN,SUN,1,0,8.904000099388146,0
ALBERTSON SOLAR LLC-SUN,SUN,1,0,8.903868739624079,0
NEW FRONTIER WIND-WND,WND,1,0,8.904006711012656,0
WESTERN BRANCH HIGH SCHOOL-SUN,SUN,1,0,0.0,0
MERCK-SUN,SUN,1,0,8.908336576059869,0
MOXIE FREEDOM GENERATION PLANT-NG,NG,1,0,6.464228160348853,0
MOUNT OLIVE SOLAR-SUN,SUN,1,0,8.903652514612727,0
PHILIP MORRIS-SUN,SUN,1,0,8.90368714813831,0
FREEMONT SOLAR CENTER LLC-SUN,SUN,1,0,8.903910328388577,0
GREENSVILLE COUNTY POWER STATION-NG,NG,1,0,6.531703881962762,0
CRESTWOOD SOLAR CENTER LLC-SUN,SUN,1,0,8.903080384589522,0
ORO LOMA-SUN,SUN,1,0,8.903845526408952,0
SUNE- E PHILADELPHIA ONTARIO-SUN,SUN,1,0,8.907056791856242,0
POLLOCKSVILLE SOLAR-SUN,SUN,1,0,8.904915064234304,0
NELLIS SOLAR PV II-SUN,SUN,1,0,8.903938102106412,0
LILLINGTON SOLAR-SUN,SUN,1,0,8.90354534511143,0
SOUTH CAMPUS SOLAR-SUN,SUN,1,0,8.89565445004485,0
ALPINE POWER PLANT-NG,NG,1,0,11.19329640565596,0
HUNT ROAD SOLAR-SUN,SUN,1,0,8.904105864320673,0
"VANCE SOLAR FARM, LLC-SUN",SUN,1,0,8.904190811325323,0
"CLINE SOLAR FARM, LLC-SUN",SUN,1,0,8.904794548133747,0
"BG STEWART SOLAR FARM, LLC-SUN",SUN,1,0,8.90460883267123,0
FCPC RENEWABLE GENERATION-OBG,OBG,1,0,3.836018746618263,0
FIDDLER'S CANYON 3-SUN,SUN,1,0,8.90343203885556,0
SOLUGA FARMS IV-SUN,SUN,1,0,8.903407528426499,0
MEADOWBROOK SOLAR FARM-SUN,SUN,1,0,8.903386811591096,0
"COATS SOLAR FARM, LLC-SUN",SUN,1,0,8.904616602597425,0
SKY GLOBAL POWER ONE-NG,NG,1,0,10.240348868774948,0
RE TRANQUILLITY-SUN,SUN,1,0,8.90399026627892,0
"GREAT VALLEY SOLAR PORTFOLIO HOLDINGS, LLC-SUN",SUN,1,0,8.904000588866861,0
"IRON SPRINGS SOLAR, LLC-SUN",SUN,1,0,8.903985280726912,0
MORGAN LANCASTER 1-SUN,SUN,1,0,8.903966446404498,0
RATTLESNAKE DEN-WND,WND,1,0,8.904012761077343,0
"CONETOE II SOLAR, LLC-SUN",SUN,1,0,8.903999012379444,0
"GRANITE MOUNTAIN SOLAR WEST, LLC-SUN",SUN,1,0,8.903982270447047,0
"GRANITE MOUNTAIN SOLAR EAST, LLC-SUN",SUN,1,0,8.903988942592271,0
SR CAMDEN-SUN,SUN,1,0,8.904128066851817,0
BAKERSFIELD 111-SUN,SUN,1,0,8.904739961585983,0
AES WARRIOR RUN ENERGY STORAGE PROJECT-MWH,MWH,1,0,0.0,0
YADKINVILLE SOLAR-SUN,SUN,1,0,8.903336132609809,0
POTRERO HILLS ENERGY PRODUCERS-LFG,LFG,1,0,10.349692614224994,0
OSCEOLA SOLAR FACILITY-SUN,SUN,1,0,8.905153827553043,0
SMITHFIELD-SUN,SUN,1,0,none,0
ESA SELMA-SUN,SUN,1,0,8.902987017359235,0
GRAND RIDGE BATTERY PROJECTS-MWH,MWH,1,0,0.0,0
MILFORD 2-SUN,SUN,1,0,8.904345418573266,0
ELWOOD ENERGY STORAGE CENTER-MWH,MWH,1,0,0.0,0
JAKE ENERGY STORAGE CENTER-MWH,MWH,1,0,0.0,0
WESTERN ANTELOPE BLUE SKY B-SUN,SUN,1,0,8.904009963610012,0
NORTH LANCASTER RANCH-SUN,SUN,1,0,8.903957513788344,0
CENTRAL ANTELOPE DRY RANCH C-SUN,SUN,1,0,8.903991465493725,0
ELEVATION SOLAR C-SUN,SUN,1,0,8.904019295483367,0
LATIGO WIND PARK-WND,WND,1,0,8.904245875656677,0
CAMP LEJEUNE SOLAR-SUN,SUN,1,0,8.90408427356246,0
PEPPERIDGE FARM BLOOMFIELD-NG,NG,1,0,5.6434213274912794,0
"DESERT WIND FARM, LLC-WND",WND,1,0,8.903992582511473,0
BEARKAT-WND,WND,1,0,8.904009819339173,0
WALT DISNEY WORLD SOLAR FACILITY-SUN,SUN,1,0,8.9020985392731,0
GOLDEN WEST POWER PARTNERS LLC-WND,WND,1,0,8.904014356708526,0
CAROUSEL WIND FARM LLC-WND,WND,1,0,8.90402939177033,0
RE ASTORIA-SUN,SUN,1,0,8.904003336814721,0
RE ASTORIA 2-SUN,SUN,1,0,8.90399059083065,0
"ENERPARC CA2, LLC-SUN",SUN,1,0,8.903727096781315,0
"COLUMBIA SOLAR ENERGY, LLC-SUN",SUN,1,0,8.903921505969333,0
MASHPEE LANDFILL SOLAR-SUN,SUN,1,0,none,0
NEW CASTLE SOLAR RES-SUN,SUN,1,0,8.90286370261469,0
SCOTLAND SOLAR RES-SUN,SUN,1,0,8.9031252021205,0
NEW HAVEN SOLAR RES-SUN,SUN,1,0,8.905480433065371,0
LANESVILLE SOLAR RES-SUN,SUN,1,0,8.90342912710553,0
ELLETTSVILLE SOLAR RES-SUN,SUN,1,0,8.901071700855551,0
HENRYVILLE SOLAR RES-SUN,SUN,1,0,8.903240460879884,0
SPRING MILL SOLAR RES-SUN,SUN,1,0,8.90091498544671,0
DECATUR CO. SOLAR RES (IN)-SUN,SUN,1,0,8.904725355442414,0
JACKSON CO. SOLAR RES-SUN,SUN,1,0,8.90373117675755,0
JOHNSON CO. SOLAR RES-SUN,SUN,1,0,8.905674928891752,0
BABCOCK SOLAR ENERGY CENTER-SUN,SUN,1,0,none,0
