plant_id,bus_id,Pg,status,Pmax,Pmin,ramp_30,type,region
FALLS CITY-NG,159388,1,OP,27.7,3.9,3.9,NG,Eastern
FRANKLIN (NE)-NG,168374,1,OP,3.9,0.2,0.2,NG,Eastern
LON WRIGHT-NG,159259,1,OP,36.0,20.0,20.0,NG,Eastern
LON WRIGHT-SUB,159259,1,OP,118.5,30.0,30.0,SUB,Eastern
LON WRIGHT-WND,159259,1,OP,40.9,0.1,0.1,WND,Eastern
LON WRIGHT-SUN,159259,1,OP,2.3, , ,SUN,Eastern
C W BURDICK-NG,131930,1,OP,81.6,5.0,5.0,NG,Eastern
KIMBALL-DFO,204230,1,OP,7.6,2.0,2.0,DFO,Western
J STREET-NG,131941,1,OP,29.0,4.0,4.0,NG,Eastern
LYONS-DFO,131941,1,OP,1.1,0,0,DFO,Eastern
NEBRASKA CITY # 1-NG,148626,1,OP,21.599999999999998,4.0,4.0,NG,Eastern
NEBRASKA CITY # 1-DFO,148626,1,OP,1.0,1.0,1.0,DFO,Eastern
SYRACUSE # 2-NG,148618,1,OP,3.2,1.6,1.6,NG,Eastern
COLUMBUS-WAT,148636,1,OP,45.0,0.0,0.0,WAT,Eastern
HALLAM-NG,172050,1,OP,42.5,0.0,0.0,NG,Eastern
HEBRON-DFO,132417,1,OP,41.5,0.0,0.0,DFO,Eastern
KEARNEY-WAT,159361,1,OP,1.0,0.0,0.0,WAT,Eastern
MCCOOK-DFO,168036,1,OP,42.7,0.0,0.0,DFO,Eastern
MONROE (NE)-WAT,131821,1,OP,3.0,0.0,0.0,WAT,Eastern
NORTH PLATTE-WAT,168030,1,OP,24.0,0.0,0.0,WAT,Eastern
SHELDON-SUB,172050,1,OP,219.0,0.0,0.0,SUB,Eastern
SPENCER HYDRO-WAT,,1,OP,1.2000000000000002,,,WAT,uncertain
JONES STREET-DFO,159253,1,OP,122.6,22.0,22.0,DFO,Eastern
NORTH OMAHA-NG,131672,1,OP,-2999997.0,35.0,35.0,NG,Eastern
NORTH OMAHA-SUB,131672,1,OP,286.6,34.0,34.0,SUB,Eastern
SARPY COUNTY-NG,131668,1,OP,316.5,24.0,24.0,NG,Eastern
ORD-DFO,131789,1,OP,10.8,0.0,0.0,DFO,Eastern
OXFORD (NE)-NG,168017,1,OP,3.0,0.3,0.3,NG,Eastern
PENDER-NG,168017,1,OP,4.5,0,0,NG,Eastern
PLAINVIEW MUNCIPAL POWER-DFO,168255,1,OP,5.0,1.8,1.8,DFO,Eastern
RED CLOUD-DFO,168312,1,OP,5.2,0.1,0.1,DFO,Eastern
SARGENT-DFO,168312,1,OP,2.4,0,0,DFO,Eastern
SIDNEY (NE)-NG,206847,1,OP,3.5,0.1,0.1,NG,Eastern
SIDNEY (NE)-DFO,206847,1,OP,0.6,0.1,0.1,DFO,Eastern
SPALDING-WAT,131790,1,OP,0.2,0.1,0.1,WAT,Eastern
STUART (NE)-DFO,168219,1,OP,1.5,0.1,0.1,DFO,Eastern
TECUMSEH-DFO,168219,1,OP,6.6,0,0,DFO,Eastern
WAHOO-NG,131892,1,OP,13.200000000000001,1.0,1.0,NG,Eastern
WAHOO-DFO,131892,1,OP,0.4,0.1,0.1,DFO,Eastern
WAKEFIELD-NG,159406,1,OP,3.2,0.6,0.6,NG,Eastern
WAYNE IC-DFO,159405,1,OP,19.3,0.0,0.0,DFO,Eastern
WEST POINT MUNICIPAL-NG,131786,1,OP,4.4,1.2,1.2,NG,Eastern
WILBER-DFO,131786,1,OP,3.1,0,0,DFO,Eastern
WISNER-DFO,131786,1,OP,3.8,0,0,DFO,Eastern
CLARK (NVE)-NG,308614,1,OP,1141.0,45.0,45.0,NG,Western
FORT CHURCHILL-NG,304529,1,OP,226.0,18.0,18.0,NG,Western
TRACY-NG,303399,1,OP,897.5999999999999,35.0,35.0,NG,Western
COMERFORD-WAT,136723,1,OP,165.89999999999998,12.0,12.0,WAT,Eastern
S C MOORE-WAT,136714,1,OP,188.8,1.0,1.0,WAT,Eastern
VERNON DAM-WAT,135587,1,OP,33.800000000000004,3.0,3.0,WAT,Eastern
WILDER-WAT,135587,1,OP,39.0,0,0,WAT,Eastern
AMOSKEAG-WAT,132713,1,OP,16.8,0.7,0.7,WAT,Eastern
AYERS ISLAND-WAT,137081,1,OP,8.399999999999999,0.5,0.5,WAT,Eastern
EASTMAN FALLS-WAT,137078,1,OP,5.6,0.9,0.9,WAT,Eastern
GARVINS FALLS-WAT,137077,1,OP,12.3,0.5,0.5,WAT,Eastern
GORHAM-WAT,137077,1,OP,2.0,0,0,WAT,Eastern
HOOKSETT-WAT,132716,1,OP,1.6,0.5,0.5,WAT,Eastern
JACKMAN-WAT,133395,1,OP,3.4,0.5,0.5,WAT,Eastern
LOST NATION-DFO,133395,1,OP,14.0,0,0,DFO,Eastern
MERRIMACK-BIT,137077,1,OP,438.0,220.0,220.0,BIT,Eastern
MERRIMACK-JF,137077,1,OP,33.6,4.0,4.0,JF,Eastern
SCHILLER-BIT,136918,1,OP,95.4,13.0,13.0,BIT,Eastern
SCHILLER-WDS,136918,1,OP,42.6,35.0,35.0,WDS,uncertain
SCHILLER-JF,136918,1,OP,17.0,5.0,5.0,JF,Eastern
SMITH (NH)-WAT,137038,1,OP,11.7,3.0,3.0,WAT,Eastern
WHITE LAKE-JF,137031,1,OP,17.5,4.0,4.0,JF,Eastern
B L ENGLAND-BIT,,1,OP,146.0,,,BIT,uncertain
CARLLS CORNER-NG,137031,1,OP,78.6,0,0,NG,Eastern
SAYREVILLE-NG,140904,1,OP,200.0,50.0,50.0,NG,Eastern
GILBERT-NG,144391,1,OP,294.0,37.0,37.0,NG,Eastern
GILBERT-DFO,144391,1,OP,150.0,150.0,150.0,DFO,Eastern
BERGEN GENERATING STATION-NG,140990,1,OP,1229.0,95.0,95.0,NG,Eastern
PSEG BURLINGTON GENERATING STATION-NG,143970,1,OP,168.0,42.0,42.0,NG,Eastern
PSEG ESSEX GENERATING STATION-NG,162553,1,OP,81.0,81.0,81.0,NG,Eastern
PSEG KEARNY GENERATING STATION-NG,140977,1,OP,459.4,30.0,30.0,NG,Eastern
PSEG LINDEN GENERATING STATION-NG,133141,1,OP,1566.2,80.2,80.2,NG,Eastern
PSEG SALEM GENERATING STATION-NUC,133141,1,OP,2328.2,0,0,NUC,Eastern
PSEG SEWAREN GENERATING STATION-NG,140874,1,OP,524.5, , ,NG,Eastern
HOWARD DOWN-NG,144071,1,OP,55.0,55.0,55.0,NG,Eastern
FOUR CORNERS-SUB,308383,1,OP,1540.0,364.0,364.0,SUB,Western
RIO GRANDE-NG,310353,1,OP,320.9,17.9,17.9,NG,uncertain
MADDOX-NG,310304,1,OP,183.0,3.0,3.0,NG,uncertain
REEVES-NG,307618,1,OP,154.0,15.0,15.0,NG,Western
SAN JUAN-RC,305008,1,OP,847.0,150.0,150.0,RC,uncertain
CUNNINGHAM-NG,310304,1,OP,447.0,87.0,87.0,NG,uncertain
ANIMAS-NG,310525,1,OP,17.0,10.0,10.0,NG,Western
DANSKAMMER GENERATING STATION-NG,136520,1,OP,495.79999999999995,60.0,60.0,NG,Eastern
DASHVILLE-WAT,136520,1,OP,4.8,0,0,WAT,Eastern
NEVERSINK-WAT,129050,1,OP,25.0,1.0,1.0,WAT,Eastern
SOUTH CAIRO-KER,136119,1,OP,20.1,2.0,2.0,KER,Eastern
STURGEON-WAT,135701,1,OP,14.399999999999999,4.0,4.0,WAT,Eastern
WEST COXSACKIE-NG,136148,1,OP,19.6,2.0,2.0,NG,Eastern
ARTHUR KILL GENERATING STATION-NG,140878,1,OP,858.0,1.0,1.0,NG,uncertain
EAST RIVER-NG,124468,1,OP,635.5999999999999,65.0,65.0,NG,Eastern
GOWANUS GAS TURBINES GENERATING-DFO,140877,1,OP,273.5,16.0,16.0,DFO,Eastern
GOWANUS GAS TURBINES GENERATING-NG,140877,1,OP,283.3,16.0,16.0,NG,Eastern
HUDSON AVENUE-KER,140993,1,OP,44.9,11.0,11.0,KER,uncertain
INDIAN POINT 2-NUC,139277,1,OP,1018.5,0.0,0.0,NUC,uncertain
NARROWS GAS TURBINES GENERATING-NG,140877,1,OP,289.4,15.8,15.8,NG,Eastern
RAVENSWOOD-NG,140994,1,OP,1962.3,10.0,10.0,NG,uncertain
59TH STREET-NG,141003,1,OP,15.5,3.0,3.0,NG,Eastern
74TH STREET-KER,141003,1,OP,37.9,0,0,KER,Eastern
E F BARRETT-NG,161196,1,OP,668.2,15.0,15.0,NG,Eastern
EAST HAMPTON-DFO,135918,1,OP,25.2,1.9,1.9,DFO,Eastern
GLENWOOD-DFO,129555,1,OP,104.1,44.1,44.1,DFO,Eastern
NORTHPORT-NG,124152,1,OP,1572.2,40.0,40.0,NG,Eastern
NORTHPORT-DFO,124152,1,OP,11.8,10.6,10.6,DFO,Eastern
PORT JEFFERSON-NG,141025,1,OP,461.40000000000003,37.0,37.0,NG,Eastern
PORT JEFFERSON-DFO,141025,1,OP,12.1,10.6,10.6,DFO,Eastern
SHOREHAM-DFO,141025,1,OP,65.7,0,0,DFO,Eastern
SOUTH HAMPTON-DFO,135920,1,OP,8.5,6.6,6.6,DFO,Eastern
SOUTHOLD-DFO,135934,1,OP,9.0,7.3,7.3,DFO,Eastern
WEST BABYLON-DFO,136428,1,OP,49.7,41.5,41.5,DFO,Eastern
CADYVILLE-WAT,173165,1,OP,4.3,0.0,0.0,WAT,Eastern
GREENIDGE GENERATION LLC-NG,173165,1,OP,104.5,0,0,NG,uncertain
HARRIS LAKE-DFO,173165,1,OP,4.0,0,0,DFO,Eastern
HIGH FALLS - SARANAC NY-WAT,135997,1,OP,8.0,0.0,0.0,WAT,Eastern
KENT FALLS-WAT,173165,1,OP,9.8,0.0,0.0,WAT,Eastern
CAYUGA OPERATING COMPANY-BIT,,1,OP,151.0,,,BIT,uncertain
BETHLEHEM ENERGY CENTER-NG,136108,1,OP,788.8,166.6,166.6,NG,Eastern
ALLENS FALLS-WAT,141235,1,OP,3.5,3.5,3.5,WAT,Eastern
BEARDSLEE-WAT,143754,1,OP,16.6,4.0,4.0,WAT,Eastern
BELFORT-WAT,145224,1,OP,1.8,0.7,0.7,WAT,Eastern
BENNETTS BRIDGE-WAT,139299,1,OP,29.1,3.0,3.0,WAT,Eastern
BLACK RIVER-WAT,139312,1,OP,4.5,1.5,1.5,WAT,Eastern
BLAKE-WAT,141235,1,OP,14.2,1.0,1.0,WAT,Eastern
BROWNS FALLS-WAT,141235,1,OP,15.2,0,0,WAT,Eastern
CHASM-WAT,135972,1,OP,1.6,0.6,0.6,WAT,Eastern
COLTON-WAT,141231,1,OP,29.700000000000003,0.2,0.2,WAT,Eastern
DEFERIET-WAT,125582,1,OP,10.8,2.8,2.8,WAT,Eastern
EAGLE-WAT,145224,1,OP,4.9,1.8,1.8,WAT,Eastern
EEL WEIR-WAT,125638,1,OP,2.0,0.8,0.8,WAT,Eastern
EFFLEY-WAT,145224,1,OP,2.6,1.4,1.4,WAT,Eastern
ELMER-WAT,145224,1,OP,2.0,0.7,0.7,WAT,Eastern
EPHRATAH-WAT,145224,1,OP,3.7,0,0,WAT,Eastern
EAST NORFOLK-WAT,140343,1,OP,4.0,0.9,0.9,WAT,Eastern
FIVE FALLS-WAT,141231,1,OP,22.4,1.0,1.0,WAT,Eastern
FLAT ROCK-WAT,141231,1,OP,5.199999999999999,0,0,WAT,Eastern
FRANKLIN (NY)-WAT,136033,1,OP,2.0,1.0,1.0,WAT,Eastern
FULTON HYDRO-WAT,161765,1,OP,0.2,0.1,0.1,WAT,Eastern
GLENWOOD HYDRO-WAT,140509,1,OP,1.2000000000000002,0.3,0.3,WAT,Eastern
GRANBY-WAT,161765,1,OP,10.2,2.8,2.8,WAT,Eastern
HANNAWA-WAT,161765,1,OP,7.5,0,0,WAT,Eastern
HERRINGS-WAT,145219,1,OP,4.5,1.0,1.0,WAT,Eastern
HEUVELTON-WAT,145219,1,OP,0.8,0,0,WAT,Eastern
HIGH DAM-WAT,173588,1,OP,8.8,0.7,0.7,WAT,Eastern
HIGH FALLS - CROGHAN NY-WAT,145224,1,OP,5.4,1.0,1.0,WAT,Eastern
HIGLEY-WAT,141231,1,OP,6.300000000000001,0.3,0.3,WAT,Eastern
HYDRAULIC RACE-WAT,172055,1,OP,2.4,1.8,1.8,WAT,Eastern
INGHAMS-WAT,143762,1,OP,6.199999999999999,1.0,1.0,WAT,Eastern
JOHNSONVILLE DAM-WAT,135571,1,OP,2.3,0.3,0.3,WAT,Eastern
KAMARGO-WAT,139312,1,OP,3.9000000000000004,1.0,1.0,WAT,Eastern
LIGHTHOUSE HILL-WAT,139299,1,OP,7.6,0.5,0.5,WAT,Eastern
MACOMB-WAT,135972,1,OP,0.8,0.6,0.6,WAT,Eastern
MINETTO-WAT,173588,1,OP,7.0,1.2,1.2,WAT,Eastern
MOSHIER-WAT,145224,1,OP,8.0,2.5,2.5,WAT,Eastern
NINE MILE POINT NUCLEAR STATION-NUC,145224,1,OP,1916.6,0,0,NUC,Eastern
NORFOLK-WAT,140343,1,OP,5.0,1.0,1.0,WAT,Eastern
NORWOOD-WAT,155538,1,OP,2.1,0.3,0.3,WAT,Eastern
OSWEGO HARBOR POWER-RFO,173588,1,OP,1638.0,150.0,150.0,RFO,uncertain
OSWEGO FALLS EAST-WAT,161765,1,OP,4.199999999999999,1.0,1.0,WAT,Eastern
OSWEGO FALLS WEST-WAT,161765,1,OP,2.6,0.4,0.4,WAT,Eastern
PARISHVILLE-WAT,141235,1,OP,2.3,0.8,0.8,WAT,Eastern
PIERCEFIELD-WAT,141235,1,OP,2.8000000000000003,0,0,WAT,Eastern
PROSPECT-WAT,141235,1,OP,18.1,0,0,WAT,Eastern
RAINBOW FALLS HYDRO-WAT,141235,1,OP,23.8,1.0,1.0,WAT,Eastern
RAYMONDVILLE-WAT,140343,1,OP,2.1,0.2,0.2,WAT,Eastern
SOUTH EDWARDS-WAT,140343,1,OP,3.1000000000000005,0,0,WAT,Eastern
SCHOOL STREET-WAT,135856,1,OP,36.099999999999994,1.0,1.0,WAT,Eastern
SCHAGHTICOKE-WAT,136611,1,OP,15.899999999999999,1.5,1.5,WAT,Eastern
SCHUYLERVILLE-WAT,127727,1,OP,1.5,0.1,0.1,WAT,Eastern
SEWALLS-WAT,167226,1,OP,2.2,0.7,0.7,WAT,Eastern
SHERMAN ISLAND-WAT,136059,1,OP,36.9,0.2,0.2,WAT,Eastern
SOFT MAPLE-WAT,145224,1,OP,14.4,4.0,4.0,WAT,Eastern
SOUTH COLTON-WAT,141231,1,OP,19.8,1.0,1.0,WAT,Eastern
SPIER FALLS-WAT,135781,1,OP,54.5,8.0,8.0,WAT,Eastern
STARK-WAT,141231,1,OP,23.3,1.0,1.0,WAT,Eastern
STEWARTS BRIDGE-WAT,136038,1,OP,40.0,0.2,0.2,WAT,Eastern
SUGAR ISLAND-WAT,141260,1,OP,4.1,0.2,0.2,WAT,Eastern
TAYLORVILLE-WAT,145224,1,OP,4.4,1.1,1.1,WAT,Eastern
TRENTON FALLS-WAT,144395,1,OP,21.9,2.0,2.0,WAT,Eastern
VARICK-WAT,173588,1,OP,5.6,0.9,0.9,WAT,Eastern
WATERPORT-WAT,173588,1,OP,3.8,0,0,WAT,Eastern
YALEVILLE-WAT,140343,1,OP,0.5,0.1,0.1,WAT,Eastern
BOWLINE POINT-NG,129177,1,OP,1137.0,100.0,100.0,NG,Eastern
GRAHAMSVILLE-WAT,129050,1,OP,18.0,1.0,1.0,WAT,Eastern
HILLBURN-NG,136015,1,OP,33.1,5.0,5.0,NG,Eastern
MONGAUP-WAT,128156,1,OP,7.6,0.4,0.4,WAT,Eastern
RIO-WAT,128156,1,OP,10.9,0,0,WAT,Eastern
SHOEMAKER-NG,129104,1,OP,33.0,5.0,5.0,NG,Eastern
SWINGING BRIDGE 2-WAT,128156,1,OP,7.4,0.4,0.4,WAT,Eastern
ROCHESTER 26-WAT,128156,1,OP,3.0,0,0,WAT,Eastern
ROCHESTER 2-WAT,128156,1,OP,8.5,0,0,WAT,Eastern
ROCHESTER 5-WAT,128156,1,OP,43.8,0,0,WAT,Eastern
PLANT NO 1 FREEPORT-DFO,140048,1,OP,8.7,4.5,4.5,DFO,Eastern
PLANT NO 2 FREEPORT-DFO,,1,OP,16.8,,,DFO,Eastern
PLANT NO 2 FREEPORT-NG,140048,1,OP,49.0,25.0,25.0,NG,Eastern
GREENPORT-DFO,135934,1,OP,5.5, , ,DFO,Eastern
S A CARLSON-NG,135934,1,OP,87.0,0,0,NG,uncertain
CRESCENT-WAT,135856,1,OP,11.6,1.0,1.0,WAT,Eastern
VISCHER FERRY-WAT,135565,1,OP,11.6,1.0,1.0,WAT,Eastern
BLENHEIM GILBOA-WAT,143730,1,OP,1168.6,1.0,1.0,WAT,Eastern
LEWISTON NIAGARA-WAT,166946,1,OP,240.0,1.0,1.0,WAT,Eastern
ROBERT MOSES NIAGARA-WAT,166946,1,OP,2434.9,1.0,1.0,WAT,Eastern
ROBERT MOSES POWER DAM-WAT,143769,1,OP,827.2000000000003,1.0,1.0,WAT,Eastern
CHARLES P KELLER-NG,143769,1,OP,28.799999999999997,0,0,NG,Eastern
CHARLES P KELLER-DFO,,1,OP,4.7,,,DFO,uncertain
WATERTOWN-WAT,167226,1,OP,6.300000000000001,0.6,0.6,WAT,Eastern
ASHEVILLE-BIT,169554,1,OP,378.0,50.0,50.0,BIT,uncertain
ASHEVILLE-NG,169554,1,OP,320.0,84.0,84.0,NG,Eastern
BLEWETT-WAT,114393,1,OP,27.0,4.0,4.0,WAT,Eastern
BLEWETT-DFO,114393,1,OP,52.0,12.0,12.0,DFO,Eastern
MARSHALL DAM-WAT,152498,1,OP,4.0,2.0,2.0,WAT,Eastern
ROXBORO-BIT,169867,1,OP,2439.0,125.0,125.0,BIT,Eastern
TILLERY-WAT,169611,1,OP,84.0,22.0,22.0,WAT,Eastern
WALTERS-WAT,170345,1,OP,112.0,36.0,36.0,WAT,Eastern
W H WEATHERSPOON-DFO,169880,1,OP,124.0,12.0,12.0,DFO,Eastern
G G ALLEN-BIT,169832,1,OP,1098.0,140.0,140.0,BIT,Eastern
BRIDGEWATER-WAT,169560,1,OP,31.5,1.5,1.5,WAT,Eastern
BUCK-NG,169560,1,OP,668.0,0,0,NG,Eastern
JAMES E. ROGERS ENERGY COMPLEX-BIT,169560,1,OP,1388.0,0,0,BIT,Eastern
COWANS FORD-WAT,169798,1,OP,324.0,81.0,81.0,WAT,Eastern
DAN RIVER-NG,146998,1,OP,662.0,300.0,300.0,NG,Eastern
LOOKOUT SHOALS-WAT,169754,1,OP,27.0,8.6,8.6,WAT,Eastern
MARSHALL (NC)-BIT,152722,1,OP,2058.0,270.0,270.0,BIT,Eastern
MOUNTAIN ISLAND-WAT,173583,1,OP,62.0,15.0,15.0,WAT,Eastern
OXFORD DAM-WAT,169608,1,OP,40.0,18.0,18.0,WAT,Eastern
RHODHISS-WAT,169608,1,OP,33.4,0,0,WAT,Eastern
TURNER SHOALS-WAT,145952,1,OP,5.4,0.4,0.4,WAT,Eastern
TUXEDO-WAT,110592,1,OP,6.4,2.5,2.5,WAT,Eastern
BEAR CREEK DAM-WAT,152507,1,OP,9.5,9.0,9.0,WAT,Eastern
CEDAR CLIFF-WAT,152507,1,OP,6.4,6.4,6.4,WAT,Eastern
FRANKLIN (NC)-WAT,172044,1,OP,1.0,0.5,0.5,WAT,Eastern
MISSION-WAT,155248,1,OP,1.7999999999999998,0.6,0.6,WAT,Eastern
NANTAHALA-WAT,109554,1,OP,50.0,43.2,43.2,WAT,Eastern
TENNESSEE CREEK-WAT,152507,1,OP,9.8,9.8,9.8,WAT,Eastern
THORPE-WAT,152507,1,OP,19.7,19.7,19.7,WAT,Eastern
TUCKASEGEE-WAT,152507,1,OP,2.5,2.5,2.5,WAT,Eastern
GASTON-WAT,148220,1,OP,220.0,0.0,0.0,WAT,Eastern
ROANOKE RAPIDS-WAT,148220,1,OP,95.0,10.0,10.0,WAT,Eastern
LAKE LURE-WAT,110863,1,OP,3.5999999999999996,0.6,0.6,WAT,Eastern
CHATUGE-WAT,151240,1,OP,13.1,7.9,7.9,WAT,Eastern
FONTANA DAM-WAT,109546,1,OP,304.20000000000005,56.0,56.0,WAT,Eastern
HIWASSEE DAM-WAT,155248,1,OP,141.3,56.7,56.7,WAT,Eastern
BUXTON-DFO,148454,1,OP,15.0,3.0,3.0,DFO,Eastern
R M HESKETT-LIG,160702,1,OP,104.3,29.3,29.3,LIG,uncertain
R M HESKETT-NG,160702,1,OP,88.0,8.0,8.0,NG,Eastern
GARRISON-WAT,160702,1,OP,510.0,0,0,WAT,Eastern
LELAND OLDS-RC,132778,1,OP,667.0,220.0,220.0,RC,Eastern
MILTON R YOUNG-RC,155887,1,OP,684.0,270.0,270.0,RC,uncertain
CARDINAL-BIT,151030,1,OP,1790.0,375.0,375.0,BIT,Eastern
WALTER C BECKJORD-MWH,151030,1,OP,4.0,0,0,MWH,Eastern
DICKS CREEK-NG,171503,1,OP,106.2,3.0,3.0,NG,Eastern
DICKS CREEK-DFO,,1,OP,30.0,,,DFO,Eastern
MIAMI FORT-BIT,140123,1,OP,1020.0,200.0,200.0,BIT,Eastern
MIAMI FORT-DFO,140123,1,OP,56.0,3.0,3.0,DFO,Eastern
AVON LAKE-BIT,137242,1,OP,615.0,330.0,330.0,BIT,uncertain
FIRSTENERGY EASTLAKE-DFO,148088,1,OP,24.0,8.0,8.0,DFO,uncertain
CONESVILLE-BIT,153977,1,OP,1530.0,315.0,315.0,BIT,uncertain
FRANK M TAIT-NG,,1,OP,256.0,,,NG,Eastern
FRANK M TAIT-DFO,,1,OP,10.0,,,DFO,Eastern
O H HUTCHINGS-NG,171414,1,OP,25.0,25.0,25.0,NG,Eastern
MONUMENT-DFO,137625,1,OP,12.0,2.4,2.4,DFO,Eastern
SIDNEY (OH)-DFO,158923,1,OP,12.0,2.4,2.4,DFO,Eastern
YANKEE STREET-NG,137592,1,OP,101.3,11.0,11.0,NG,Eastern
YANKEE STREET-SUN,137592,1,OP,1.1, , ,SUN,Eastern
NILES POWER PLANT-DFO,115882,1,OP,25.0,5.0,5.0,DFO,Eastern
FIRSTENERGY W H SAMMIS-BIT,115882,1,OP,2210.0,0,0,BIT,uncertain
FIRSTENERGY W H SAMMIS-DFO,115882,1,OP,13.0,0,0,DFO,uncertain
FIRSTENERGY WEST LORAIN-DFO,,1,OP,114.0,,,DFO,Eastern
FIRSTENERGY WEST LORAIN-NG,,1,OP,425.0,,,NG,Eastern
KYGER CREEK-BIT,152869,1,OP,962.8,80.0,80.0,BIT,Eastern
FIRSTENERGY BAY SHORE-PC,137335,1,OP,136.0,130.0,130.0,PC,Eastern
FIRSTENERGY BAY SHORE-DFO,137335,1,OP,16.0,5.0,5.0,DFO,Eastern
RICHLAND-DFO,158927,1,OP,11.0,3.0,3.0,DFO,Eastern
RICHLAND-NG,158927,1,OP,358.0,40.0,40.0,NG,Eastern
STRYKER-DFO,114782,1,OP,17.0,3.0,3.0,DFO,Eastern
ARCANUM-DFO,171354,1,OP,1.4,0.2,0.2,DFO,Eastern
BRYAN (OH)-NG,137544,1,OP,29.0,1.0,1.0,NG,Eastern
BRYAN (OH)-DFO,137544,1,OP,2.5,0.5,0.5,DFO,Eastern
COLLINWOOD-NG,,1,OP,16.0,,,NG,Eastern
WEST 41ST STREET-NG,153997,1,OP,32.0,5.0,5.0,NG,Eastern
DOVER-BIT,171482,1,OP,15.2,7.0,7.0,BIT,Eastern
DOVER-DFO,171482,1,OP,2.4,1.2,1.2,DFO,Eastern
DOVER-NG,171482,1,OP,15.3,8.0,8.0,NG,Eastern
HAMILTON (OH)-NG,171329,1,OP,12.0,5.0,5.0,NG,Eastern
LEBANON-DFO,,1,OP,30.6,,,DFO,uncertain
OBERLIN (OH)-DFO,156455,1,OP,1.0,0.9,0.9,DFO,Eastern
OBERLIN (OH)-NG,156455,1,OP,16.9,1.6,1.6,NG,Eastern
ORRVILLE-BIT,154012,1,OP,43.0,7.0,7.0,BIT,Eastern
ORRVILLE-NG,154012,1,OP,23.0,7.0,7.0,NG,Eastern
PAINESVILLE-BIT,148484,1,OP,33.0,2.5,2.5,BIT,Eastern
PIQUA POWER PLANT-DFO,153899,1,OP,36.5,14.0,14.0,DFO,Eastern
SHELBY MUNICIPAL LIGHT PLANT-DFO,,1,OP,3.0,,,DFO,uncertain
HORSESHOE LAKE-NG,118585,1,OP,862.0,75.0,75.0,NG,Eastern
MUSKOGEE-SUB,168594,1,OP,1483.0,200.0,200.0,SUB,Eastern
MUSTANG-NG,118475,1,OP,465.0,40.0,40.0,NG,uncertain
MUSTANG-SUN,118475,1,OP,2.5, , ,SUN,Eastern
SEMINOLE (OK)-NG,,1,OP,1315.0,,,NG,Eastern
NORTHEASTERN-NG,149312,1,OP,906.0,160.0,160.0,NG,Eastern
NORTHEASTERN-SUB,149312,1,OP,460.0,205.0,205.0,SUB,uncertain
NORTHEASTERN-DFO,149312,1,OP,4.0,2.5,2.5,DFO,Eastern
SOUTHWESTERN-NG,161775,1,OP,603.0,51.0,51.0,NG,uncertain
TULSA-NG,161775,1,OP,305.0,0,0,NG,uncertain
TULSA-DFO,161775,1,OP,8.3,0,0,DFO,Eastern
WELEETKA-NG,168558,1,OP,163.0,53.0,53.0,NG,Eastern
WELEETKA-DFO,168558,1,OP,4.0,4.0,4.0,DFO,Eastern
CUSHING-DFO,149745,1,OP,21.2,2.2,2.2,DFO,Eastern
MARKHAM-WAT,149260,1,OP,128.0,18.0,18.0,WAT,Eastern
PENSACOLA-WAT,118668,1,OP,126.0,0.5,0.5,WAT,Eastern
SALINA-WAT,149281,1,OP,258.0,14.0,14.0,WAT,Eastern
KEYSTONE DAM-WAT,149746,1,OP,80.0,25.0,25.0,WAT,Eastern
ROBERT S KERR-WAT,119668,1,OP,114.80000000000001,10.0,10.0,WAT,Eastern
KINGFISHER-NG,149026,1,OP,8.7,0.6,0.6,NG,Eastern
WEBBERS FALLS-WAT,159663,1,OP,73.0,7.0,7.0,WAT,Eastern
MANGUM-NG,149480,1,OP,4.5,0.8,0.8,NG,Eastern
PAWHUSKA-DFO,168521,1,OP,5.7,0.3,0.3,DFO,Eastern
BOOMER LAKE STATION-DFO,161778,1,OP,6.0,0.1,0.1,DFO,Eastern
FORT GIBSON-WAT,168594,1,OP,51.2,4.0,4.0,WAT,Eastern
TENKILLER FERRY-WAT,119087,1,OP,42.0,8.0,8.0,WAT,Eastern
ANADARKO PLANT-NG,161775,1,OP,417.0,15.0,15.0,NG,Eastern
MOORELAND-NG,149202,1,OP,322.0,30.0,30.0,NG,Eastern
HELLS CANYON-WAT,205023,1,OP,444.70000000000005,0.0,0.0,WAT,Western
OXBOW (OR)-WAT,,1,OP,219.8,,,WAT,Western
CLEARWATER 1-WAT,205352,1,OP,17.9,0.0,0.0,WAT,Western
CLEARWATER 2-WAT,205352,1,OP,31.0,0.0,0.0,WAT,Western
EAGLE POINT-WAT,205354,1,OP,2.8,0.0,0.0,WAT,Western
EAST SIDE-WAT,203370,1,OP,3.0,0.0,0.0,WAT,Western
FISH CREEK-WAT,205352,1,OP,10.4,0.0,0.0,WAT,Western
JOHN C BOYLE-WAT,205352,1,OP,98.0,0,0,WAT,Western
LEMOLO 1-WAT,205352,1,OP,32.0,0.0,0.0,WAT,Western
PROSPECT 1-WAT,201345,1,OP,4.6,0.0,0.0,WAT,Western
PROSPECT 2-WAT,201345,1,OP,36.0,0.0,0.0,WAT,Western
PROSPECT 3-WAT,201345,1,OP,7.7,0.0,0.0,WAT,Western
PROSPECT 4-WAT,201345,1,OP,0.9,0.0,0.0,WAT,Western
SLIDE CREEK-WAT,205352,1,OP,18.0,0.0,0.0,WAT,Western
