plant_id,bus_id,Pg,status,Pmax,Pmin,ramp_30,type,region
ATLANTIC CITY CONVENTION CENTER-SUN,163036,1,OP,1.2, , ,SUN,Eastern
NOBLE ALTONA WINDPARK LLC-WND,135980,1,OP,97.5,0.0,0.0,WND,Eastern
NOBLE WETHERSFIELD WINDPARK LLC-WND,124224,1,OP,126.0,0.0,0.0,WND,Eastern
NOBLE CHATEAUGAY WINDPARK LLC-WND,124225,1,OP,106.5,0.0,0.0,WND,Eastern
GREAT PLAINS WINDPARK LLC-WND,,1,OP,114.0,,,WND,Eastern
DAVE GATES GENERATING STATION-NG,206598,1,OP,132.3,5.0,5.0,NG,Western
GAP PACIFIC DISTRIBUTION CENTER-SUN,308967,1,OP,1.2, , ,SUN,Western
BROAD MOUNTAIN-LFG,171908,1,OP,8.2,1.0,1.0,LFG,Eastern
LANGDON WIND II LLC-WND,134105,1,OP,40.5,2.0,2.0,WND,Eastern
OSCEOLA WINDPOWER II-WND,134105,1,OP,50.0,0,0,WND,Eastern
ORANGE GROVE PEAKING FACILITY-NG,308927,1,OP,98.2,0.0,0.0,NG,Western
SAS SOLAR FARM-SUN,147414,1,OP,2.0, , ,SUN,Eastern
"IMPERIAL VALLEY SOLAR, LLC-SUN",,1,OP,199.89999999999998,,,SUN,Western
FPL ENERGY ASHTABULA WIND LLC-WND,135378,1,OP,148.5,7.4,7.4,WND,Eastern
EC&R PANTHER CREEK WIND FARM I-WND,,1,OP,142.5,,,WND,ERCOT
EC&R PANTHER CREEK WIND FARM II-WND,,1,OP,115.5,,,WND,ERCOT
WWRF SOLAR PLANT-SUN,204013,1,OP,1.3, , ,SUN,Western
FPL ENERGY CRYSTAL LAKE WIND LLC-WND,204013,1,OP,150.0,0,0,WND,Eastern
FPL ENERGY STORY WIND LLC-WND,204013,1,OP,150.0,0,0,WND,Eastern
FPL ENERGY CRYSTAL LAKE WIND II LLC-WND,204013,1,OP,200.0,0,0,WND,Eastern
FAIRFIELD UNIVERSITY CHP PLANT-NG,140826,1,OP,4.5,0.5,0.5,NG,Eastern
DESOTO NEXT GENERATION SOLAR ENERGY-SUN,140826,1,OP,25.0,0,0,SUN,Eastern
SPACE COAST NEXT GEN SOLAR ENERGY-SUN,155708,1,OP,10.0, , ,SUN,Eastern
THREEMILE CANYON-WND,,1,OP,9.9,,,WND,Western
CASSIA WIND-WND,,1,OP,10.5,,,WND,Western
CASSIA GULCH-WND,,1,OP,18.9,,,WND,Western
BROOKFIELD POWER GLEN FALLS HYDRO-WAT,135781,1,OP,11.299999999999997,1.0,1.0,WAT,Eastern
SUNEDISON LV SUTTON PLANT SITE-SUN,169546,1,OP,1.2, , ,SUN,Eastern
NRG SOLAR BLYTHE LLC-SUN,,1,OP,21.0,,,SUN,Western
CPV VALLEY ENERGY CENTER-NG,129104,1,OP,705.0999999999999,150.0,150.0,NG,Eastern
GRAND RIDGE WIND ENERGY CENTER-WND,129104,1,OP,210.0,0,0,WND,Eastern
FORWARD WIND ENERGY CENTER-WND,143653,1,OP,129.0,0.0,0.0,WND,Eastern
CM10-SUN,307840,1,OP,10.0, , ,SUN,Western
HIGH LONESOME MESA LLC-WND,,1,OP,100.0,,,WND,Western
BUFFALO BEAR LLC-WND,168654,1,OP,18.9,1.0,1.0,WND,Eastern
ELKHORN RIDGE WIND LLC-WND,168271,1,OP,81.0,1.0,1.0,WND,Eastern
COOLIDGE GENERATION STATION-NG,168271,1,OP,520.7999999999998,0,0,NG,Western
ENOREE PHASE II LANDFILL GAS RECOVERY-LFG,170138,1,OP,3.0,1.1,1.1,LFG,Eastern
WILLOW CREEK ENERGY CENTER-WND,205745,1,OP,72.0,0.0,0.0,WND,Western
HIGH SHELDON WIND FARM-WND,205745,1,OP,112.0,0,0,WND,Eastern
GASTONIA PRIME POWER PARK-DFO,173580,1,OP,11.200000000000001,0.1,0.1,DFO,Eastern
BULL CREEK WIND-WND,309458,1,OP,180.0,1.0,1.0,WND,uncertain
"PIONEER CROSSING ENERGY, LLC-LFG",146542,1,OP,8.0,1.3,1.3,LFG,Eastern
DANC LFGTE FACILITY-LFG,139304,1,OP,6.4,0.8,0.8,LFG,Eastern
OCOTILLO WINDPOWER-WND,139304,1,OP,58.8,0,0,WND,ERCOT
HAPPY JACK WINDPOWER PROJECT-WND,204646,1,OP,29.4,0.1,0.1,WND,Western
NOTREES WINDPOWER-MWH,,1,OP,36.0,,,MWH,uncertain
NOTREES WINDPOWER-WND,,1,OP,152.5,,,WND,uncertain
IREDELL COUNTY LFG FACILITY-LFG,169754,1,OP,3.2,1.1,1.1,LFG,Eastern
WEST DEPTFORD ENERGY STATION-NG,141124,1,OP,738.9,125.0,125.0,NG,Eastern
BAYONNE ENERGY CENTER-NG,140862,1,OP,580.8,40.0,40.0,NG,Eastern
QVC INC-SUN,169708,1,OP,3.9, , ,SUN,Eastern
BUTTER CREEK POWER LLC-WND,205703,1,OP,5.0,0.0,0.0,WND,Western
BIG TOP LLC-WND,205703,1,OP,1.7,0.1,0.1,WND,Western
FOUR CORNERS WINDFARM LLC-WND,205703,1,OP,10.0,0.1,0.1,WND,Western
FOUR MILE CANYON WINDFARM LLC-WND,205703,1,OP,10.0,0.1,0.1,WND,Western
OREGON TRAIL WINDFARM LLC-WND,205703,1,OP,9.9,0.2,0.2,WND,Western
PACIFIC CANYON WINDFARM LLC-WND,205703,1,OP,8.3,0.1,0.1,WND,Western
SAND RANCH WINDFARM LLC-WND,205703,1,OP,9.9,0.2,0.2,WND,Western
WAGON TRAIL LLC-WND,205703,1,OP,3.3,0.1,0.1,WND,Western
WARD BUTTE WINDFARM LLC-WND,205703,1,OP,6.6,0.1,0.1,WND,Western
SEARS HYDROELECTRIC PLANT-WAT,137640,1,OP,0.3,0.1,0.1,WAT,Eastern
EC&R PANTHER CREEK WIND FARM III-WND,,1,OP,199.5,,,WND,ERCOT
STONY CREEK WIND FARM LLC-WND,127773,1,OP,52.5,0.0,0.0,WND,Eastern
PYRON WIND FARM LLC-WND,,1,OP,249.0,,,WND,uncertain
PYRON WIND FARM LLC-MWH,,1,OP,9.9,,,MWH,uncertain
NGP BLUE MOUNTAIN I LLC-GEO,306442,1,OP,39.0,1.0,1.0,GEO,Western
EC&R PAPALOTE CREEK I LLC-WND,,1,OP,180.0,,,WND,ERCOT
INADALE WIND FARM LLC-WND,,1,OP,197.0,,,WND,uncertain
INADALE WIND FARM LLC-MWH,,1,OP,9.9,,,MWH,uncertain
SMOKY HILLS WIND PROJECT PHASE II-WND,119969,1,OP,148.5,0.1,0.1,WND,Eastern
CLINTON LFGTE FACILITY-LFG,173165,1,OP,6.4,0.8,0.8,LFG,Eastern
HYLAND LFGTE FACILITY-LFG,173165,1,OP,4.800000000000001,0,0,LFG,Eastern
STETSON WIND I-WND,133100,1,OP,57.0,0.0,0.0,WND,Eastern
ROLLINS WIND PROJECT-WND,133100,1,OP,60.0,0,0,WND,Eastern
STETSON WIND II-WND,133100,1,OP,25.5,0,0,WND,Eastern
MF MESA LANE LLC-SUN,143958,1,OP,3.0, , ,SUN,Eastern
GRAND MEADOW-WND,158243,1,OP,100.5,1.0,1.0,WND,Eastern
GEORGETOWN LFGTE-LFG,158243,1,OP,1.0,0,0,LFG,Eastern
SOLAR PHOTOVOLTAIC PROJECT #02-SUN,,1,OP,1.0,,,SUN,Western
ARROWROCK HYDROELECTRIC PROJECT-WAT,206467,1,OP,16.0,0.1,0.1,WAT,Western
PUEBLO AIRPORT GENERATING STATION-NG,208124,1,OP,408.0,35.0,35.0,NG,Western
EL CAJON ENERGY CENTER-NG,303670,1,OP,43.5,32.0,32.0,NG,Western
OAKFIELD WIND PROJECT-WND,161328,1,OP,148.0,0.0,0.0,WND,Eastern
FULTON LFGTE FACILITY-LFG,143741,1,OP,3.2,0.8,0.8,LFG,Eastern
SUNEDISON WALGREENS MORENO VALLEY-SUN,309063,1,OP,0.9, , ,SUN,Western
MARIANI PACKING VACAVILLE SOLAR-SUN,303398,1,OP,0.9, , ,SUN,Western
WALGREENS WOODLAND DISTRIBUTION CENTER-SUN,309802,1,OP,0.9, , ,SUN,Western
SUNEDISON IRONWOOD STATE PRISON-SUN,306811,1,OP,0.9, , ,SUN,Western
SUNEDISON PROCTER & GAMBLE OXNARD-SUN,310904,1,OP,0.8, , ,SUN,Western
KOHLS SAN BERNARDINO SOLAR FACILITY-SUN,310747,1,OP,0.9, , ,SUN,Western
SUNEDISON ANHEUSER BUSCH FAIRFIELD-SUN,310059,1,OP,0.9, , ,SUN,Western
CHUCKAWALLA VALLEY STATE PRISON-SUN,306811,1,OP,0.9, , ,SUN,Western
SUNEDISON WALMART APPLE VALLEY DC-SUN,302725,1,OP,0.9, , ,SUN,Western
WASTE MANAGEMENT ARDEN LFGTE-LFG,138741,1,OP,4.8,0.5,0.5,LFG,Eastern
WASTE MANAGEMENT COLUMBIA RIDGE LFGTE-LFG,205750,1,OP,12.8,0.8,0.8,LFG,Western
WASTE MANAGEMENT CROSSROADS LFGTE-LFG,205750,1,OP,3.2,0,0,LFG,Eastern
SPRUCE RIDGE GAS RECOVERY-LFG,171058,1,OP,3.2,0.5,0.5,LFG,Eastern
WASTE MANAGEMENT MIDDLE PENINSULA LFGTE-LFG,147962,1,OP,6.3999999999999995,0.5,0.5,LFG,Eastern
RIVERBEND LANDFILL-LFG,207081,1,OP,4.8,0.5,0.5,LFG,Western
WESTSIDE LANDFILL GAS RECOVERY-LFG,306159,1,OP,4.800000000000001,0.8,0.8,LFG,ERCOT
WASTE MANAGEMENT MADISON COUNTY LFGTE-LFG,139303,1,OP,1.6,0.8,0.8,LFG,Eastern
WASTE MANAGEMENT KING GEORGE LFGTE-LFG,147884,1,OP,11.299999999999999,1.0,1.0,LFG,Eastern
WASTE MANAGEMENT ROLLING MEADOWS LFGTE-LFG,118091,1,OP,5.6,0.5,0.5,LFG,Eastern
WASTE MANAGEMENT NORTHERN OAKS LFGTE-LFG,118091,1,OP,1.6,0,0,LFG,Eastern
WASTE MANAGEMENT ECO VISTA LFGTE-LFG,149592,1,OP,4.0,0.5,0.5,LFG,Eastern
SUPERIOR LANDFILL GAS RECOVERY-LFG,157564,1,OP,6.3999999999999995,0.5,0.5,LFG,Eastern
CANYON POWER PLANT-NG,309710,1,OP,194.8,20.0,20.0,NG,Western
LANGLEY GULCH POWER PLANT-NG,205111,1,OP,299.7,23.7,23.7,NG,Western
CLEVELAND CNTY GENERATING FACILITY-NG,162471,1,OP,738.2,130.0,130.0,NG,Eastern
PACOLET DIESEL GENERATION FACILITY-DFO,153212,1,OP,5.4,1.0,1.0,DFO,Eastern
LUVERNE WIND FARM-WND,,1,OP,49.5,,,WND,Eastern
ASHTABULA WIND ENERGY CENTER-WND,135378,1,OP,48.0,0.1,0.1,WND,Eastern
LANGDON WIND ENERGY CENTER-WND,134104,1,OP,40.5,0.1,0.1,WND,Eastern
WILLMAR MUNICIPAL EAST SUBSTATION-DFO,170992,1,OP,6.0,2.0,2.0,DFO,Eastern
WILLMAR MUNICIPAL SW SUBSTATION-DFO,170992,1,OP,6.0,2.0,2.0,DFO,Eastern
SOUTHCENTRAL POWER PROJECT-NG,170992,1,OP,169.7,0,0,NG,uncertain
RATCLIFFE-NG,158292,1,OP,-1999322.6,89.1,89.1,NG,Eastern
BISON I WIND ENERGY CENTER-WND,160698,1,OP,81.8,0.3,0.3,WND,Eastern
MCFADDEN RIDGE-WND,202481,1,OP,28.5,0.0,0.0,WND,Western
VACA DIXON SOLAR STATION-SUN,303398,1,OP,2.0, , ,SUN,Western
CSU EAST BAY-NG,303398,1,OP,1.4,0,0,NG,Western
SF STATE UNIVERSITY-NG,303398,1,OP,1.5999999999999999,0,0,NG,Western
ARMENIA MOUNTAIN WIND FARM-WND,303398,1,OP,100.5,0,0,WND,Eastern
ROLLING THUNDER WIND FARM-WND,,1,OP,25.0,,,WND,uncertain
ROLLING THUNDER WIND FARM-MWH,,1,OP,0.8,,,MWH,uncertain
ARCHER DANIELS MIDLAND COLUMBUS-SUB,148636,1,OP,61.0,0.0,0.0,SUB,uncertain
NOBLES WIND PROJECT-WND,129783,1,OP,200.0,1.0,1.0,WND,Eastern
NATURENER GLACIER WIND ENERGY 1-WND,129783,1,OP,104.2,0,0,WND,Western
NATURENER GLACIER WIND ENERGY 2-WND,129783,1,OP,101.4,0,0,WND,Western
NOATAK-DFO,129783,1,OP,1.3,0,0,DFO,uncertain
SAVOONGA-DFO,129783,1,OP,1.7000000000000002,0,0,DFO,uncertain
UPPER KALSKAG-DFO,129783,1,OP,1.1,0,0,DFO,uncertain
STEBBINS-DFO,129783,1,OP,2.0,0,0,DFO,uncertain
SCAMMON BAY-DFO,129783,1,OP,1.3,0,0,DFO,uncertain
QUINHAGAK-DFO,129783,1,OP,1.1,0,0,DFO,uncertain
PILOT STATION-DFO,129783,1,OP,1.3,0,0,DFO,uncertain
KOYUK-DFO,129783,1,OP,1.1,0,0,DFO,uncertain
ELIM-DFO,129783,1,OP,1.1,0,0,DFO,uncertain
GAMBELL-DFO,129783,1,OP,1.6,0,0,DFO,uncertain
SHUNGNAK-DFO,129783,1,OP,1.2000000000000002,0,0,DFO,uncertain
KOTLIK-DFO,129783,1,OP,1.6,0,0,DFO,uncertain
KIVALINA-DFO,129783,1,OP,1.1,0,0,DFO,uncertain
KASIGLUK-DFO,129783,1,OP,2.0,0,0,DFO,uncertain
TOKSOOK BAY-DFO,129783,1,OP,1.7000000000000002,0,0,DFO,uncertain
GENCONN MIDDLETOWN LLC-KER,136515,1,OP,194.0,19.1,19.1,KER,Eastern
TWIN CITIES HYDRO LLC-WAT,143593,1,OP,18.0,2.0,2.0,WAT,Eastern
GENCONN DEVON LLC-KER,140838,1,OP,187.6,19.0,19.0,KER,Eastern
DENTON POWER LLC-LFG,305552,1,OP,1.6,1.1,1.1,LFG,ERCOT
GRANITE CITY WORKS-PUR,169193,1,OP,78.0,2.0,2.0,PUR,uncertain
IVANPAH 2-SUN,310135,1,OP,133.4, , ,SUN,uncertain
IVANPAH 1-SUN,310135,1,OP,133.0, , ,SUN,uncertain
IVANPAH 3-SUN,310135,1,OP,133.4, , ,SUN,uncertain
STEEL WINDS II-WND,167575,1,OP,15.0,0.0,0.0,WND,Eastern
MILFORD WIND CORRIDOR I LLC-WND,209013,1,OP,203.5,0.0,0.0,WND,Western
SHEFFIELD WIND-WND,133339,1,OP,40.0,0.0,0.0,WND,Eastern
CALPINE VINELAND SOLAR LLC-SUN,144071,1,OP,4.1, , ,SUN,Eastern
KAHEAWA WIND POWER II LLC-WND,155666,1,OP,21.0,0.0,0.0,WND,uncertain
KAHEAWA WIND POWER II LLC-MWH,155666,1,OP,10.0,0.0,0.0,MWH,uncertain
BULL HILL WIND PROJECT-WND,155666,1,OP,34.5,0,0,WND,Eastern
LAKE DOROTHY HYDROELECTRIC PROJECT-WAT,155666,1,OP,14.3,0,0,WAT,uncertain
KAHUKU WIND POWER LLC-WND,167593,1,OP,30.0,0.0,0.0,WND,uncertain
CAMPBELL HILL WINDPOWER-WND,204113,1,OP,99.0,0.1,0.1,WND,Western
SILVER SAGE WINDPOWER-WND,204646,1,OP,42.0,0.1,0.1,WND,Western
CASPER WIND FARM-WND,204110,1,OP,17.0,10.0,10.0,WND,Western
STREATOR CAYUGA RIDGE SOUTH-WND,123347,1,OP,300.0,0.0,0.0,WND,Eastern
PENASCAL II WIND PROJECT LLC-WND,309711,1,OP,201.0,0.0,0.0,WND,ERCOT
STAR POINT WIND PROJECT LLC-WND,202343,1,OP,98.7,0.0,0.0,WND,Western
RUGBY WIND POWER PROJECT-WND,134372,1,OP,149.0,0.0,0.0,WND,Eastern
DRY LAKE WIND LLC-WND,308969,1,OP,63.0,0.0,0.0,WND,Western
WESTROCK (WA)-BLQ,,1,OP,55.0,,,BLQ,uncertain
SANTA MARIA LFG POWER PLANT-LFG,309866,1,OP,1.0,0.5,0.5,LFG,Western
J&A-SANTA MARIA II LLC-LFG,309866,1,OP,1.4,0.7,0.7,LFG,Western
WHITTIER LFG POWER PLANT #1-LFG,302941,1,OP,2.0,0.5,0.5,LFG,Western
MESALANDS COMM COLLEGE WIND TURBINE-WND,310455,1,OP,1.5,0.1,0.1,WND,Eastern
MILFORD WIND CORRIDOR STAGE II LLC-WND,209013,1,OP,102.0,0.0,0.0,WND,Western
BLUE CANYON WINDPOWER V LLC-WND,159434,1,OP,99.0,1.0,1.0,WND,Eastern
MEADOW LAKE WIND FARM LLC-WND,143782,1,OP,199.7,1.6,1.6,WND,Eastern
BLACKSTONE WIND FARM LLC-WND,143782,1,OP,102.0,0,0,WND,Eastern
LOST LAKES WIND FARM LLC-WND,143782,1,OP,100.0,0,0,WND,Eastern
MEADOW LAKE WIND FARM II LLC-WND,143782,1,OP,99.0,1.5,1.5,WND,Eastern
BLACKSTONE WIND FARM II LLC-WND,143782,1,OP,200.0,0,0,WND,Eastern
MEADOW LAKE WIND FARM III LLC-WND,143782,1,OP,103.5,1.4,1.4,WND,Eastern
QUILT BLOCK WIND FARM LLC-WND,143782,1,OP,98.0,0,0,WND,Eastern
GREENSBURG-WND,148850,1,OP,12.5,0.1,0.1,WND,Eastern
KODA BIOMASS PLANT-AB,171202,1,OP,20.3,8.0,8.0,AB,uncertain
WILTON WIND II LLC-WND,166919,1,OP,49.5,2.5,2.5,WND,Eastern
ASHTABULA WIND II LLC-WND,135378,1,OP,120.0,6.0,6.0,WND,Eastern
UCI FACILITIES MANAGEMENT CENTRAL PLANT-NG,135378,1,OP,19.0,0,0,NG,Western
TRAIL RIDGE LANDFILL GAS RECOVERY-LFG,151493,1,OP,9.0,0.6,0.6,LFG,Eastern
PAYNE'S FERRY-WND,206524,1,OP,21.0,0.0,0.0,WND,Western
CAMP REED-WND,206524,1,OP,22.5,0.0,0.0,WND,Western
YAHOO CREEK-WND,206524,1,OP,21.0,0.0,0.0,WND,Western
G2 ENERGY MARION LLC-LFG,120463,1,OP,3.8,0.1,0.1,LFG,Eastern
BEAVER RIDGE WIND-WND,120463,1,OP,4.5,0,0,WND,Eastern
STONEY CORNERS WIND FARM-WND,128346,1,OP,59.0,0.0,0.0,WND,Eastern
G2 ENERGY OSTROM ROAD LLC-LFG,302223,1,OP,3.3,0.1,0.1,LFG,Western
OREG 4 PEETZ-WH,205891,1,OP,3.0,3.0,3.0,WH,Western
BIG SKY WIND LLC-WND,121975,1,OP,240.0,1.0,1.0,WND,Eastern
TUANA SPRINGS-WND,206524,1,OP,16.8,0.1,0.1,WND,Western
EURUS COMBINE HILLS TURBINE RANCH 2-WND,205695,1,OP,63.0,1.0,1.0,WND,Western
SAVANNAH RIVER SITE BIOMASS COGEN-WDS,205695,1,OP,17.0,0,0,WDS,uncertain
HIGHLAND WIND PROJECT (PA)-WND,124192,1,OP,62.5,0.0,0.0,WND,Eastern
RV CSU POWER LLC-SUN,205899,1,OP,1.9, , ,SUN,Western
BEECH RIDGE ENERGY LLC-WND,205899,1,OP,100.5,0,0,WND,Eastern
HARVEST WIND PROJECT-WND,206425,1,OP,98.9,0.0,0.0,WND,Western
LANGFORD WIND POWER-WND,306062,1,OP,150.0,0.0,0.0,WND,ERCOT
BARTON CHAPEL WIND FARM-WND,303036,1,OP,120.0,0.0,0.0,WND,ERCOT
WINDY FLATS WIND PROJECT-WND,201225,1,OP,262.2,0.0,0.0,WND,Western
WHITE RIVER LOCK AND DAM 1-WAT,117315,1,OP,4.3,1.0,1.0,WAT,Eastern
WHITE RIVER LOCK AND DAM 2-WAT,117315,1,OP,3.5,0,0,WAT,Eastern
WHITE RIVER LOCK AND DAM 3-WAT,117315,1,OP,4.3,0,0,WAT,Eastern
CALABASAS GAS TO ENERGY FACILITY-LFG,310716,1,OP,6.6,3.0,3.0,LFG,Western
FARMERS BRANCH RENEWABLE ENERGY FACILITY-LFG,305927,1,OP,3.2,0.8,0.8,LFG,ERCOT
WASTE MANAGEMENT LOCKWOOD LFGTE-LFG,303399,1,OP,3.2,0.8,0.8,LFG,Western
MESQUITE CREEK LFGTE PROJECT-LFG,309121,1,OP,3.2,0.8,0.8,LFG,ERCOT
WASTE MANAGEMENT NAPLES LFGTE PROJECT-LFG,153190,1,OP,4.0,0.5,0.5,LFG,Eastern
WASTE MANAGEMENT PIEDMONT LFGTE PROJECT-LFG,172045,1,OP,2.4000000000000004,0.5,0.5,LFG,Eastern
SUBURBAN LANDFILL GAS RECOVERY-LFG,171446,1,OP,5.6,0.5,0.5,LFG,Eastern
CEDAR HILLS WIND FARM-WND,202585,1,OP,19.5,0.1,0.1,WND,Eastern
GLEN ULLIN STATION 6-WH,160922,1,OP,5.3,0.5,0.5,WH,Eastern
BRIDGEWATER DAIRY ANAEROBIC DIGESTER-OBG,148679,1,OP,1.2,0.0,0.0,OBG,Eastern
COLORADO HIGHLANDS WIND-WND,205868,1,OP,96.1,0.0,0.0,WND,Western
UNIVERSITY OF DELAWARE WIND TURBINE-WND,170961,1,OP,2.0,0.1,0.1,WND,Eastern
MEADOW LAKE WIND FARM IV-WND,143782,1,OP,98.7,0.7,0.7,WND,Eastern
HSCO CHP-NG,136541,1,OP,3.5,1.0,1.0,NG,Eastern
PPL FREY FARM LANDFILL WIND-WND,170905,1,OP,3.2,0.1,0.1,WND,Eastern
PPL GLENDON LFGTE PLANT-LFG,144375,1,OP,3.2,0.8,0.8,LFG,Eastern
ORONO HYDRO STATION-WAT,144375,1,OP,2.7,0,0,WAT,Eastern
CHAUTAUQUA LFGTE FACILITY-LFG,155788,1,OP,9.6,0.8,0.8,LFG,Eastern
PILLAR MOUNTAIN WIND PROJECT MICROGRID-WND,155788,1,OP,9.0,0,0,WND,uncertain
VANTAGE WIND ENERGY LLC-WND,203457,1,OP,90.0,0.0,0.0,WND,Western
LOST CREEK WIND ENERGY FACILITY-WND,118655,1,OP,150.0,150.0,150.0,WND,Eastern
LITTLE QUINNESEC FALLS HYDRO PROJECT-WAT,171297,1,OP,9.0,0.4,0.4,WAT,Eastern
EXELON SOLAR CHICAGO-SUN,155882,1,OP,9.0, , ,SUN,Eastern
SPRING VALLEY WIND PROJECT-WND,309389,1,OP,150.0,150.0,150.0,WND,Western
DAY COUNTY WIND LLC-WND,143513,1,OP,99.0,5.0,5.0,WND,Eastern
LOWER SNAKE RIVER WIND ENERGY PROJECT-WND,203485,1,OP,342.7,0.0,0.0,WND,Western
"HIGH POINT, POLO-DFO",162750,1,OP,1.8,0.1,0.1,DFO,Eastern
BLUE WING SOLAR ENERGY GENERATION-SUN,308946,1,OP,13.5, , ,SUN,ERCOT
BENT TREE WIND FARM PHASE 1-WND,162871,1,OP,201.3,0.4,0.4,WND,Eastern
GLACIER HILLS-WND,173296,1,OP,28.0,0.0,0.0,WND,Eastern
SHELBY SOLAR ENERGY GENERATION FACILITY-SUN,152641,1,OP,1.0, , ,SUN,Eastern
FPL ENERGY MONTEZUMA WINDS LLC-WND,152641,1,OP,36.8,0,0,WND,Western
JACKSONVILLE SOLAR-SUN,151493,1,OP,12.5, , ,SUN,Eastern
WYANDOT SOLAR FARM-SUN,171467,1,OP,10.0, , ,SUN,Eastern
PSEG HACKETTSTOWN-SUN,132943,1,OP,2.2, , ,SUN,Eastern
CM48-SUN,307840,1,OP,48.0, , ,SUN,Western
SOLDOTNA-NG,307840,1,OP,44.0,0,0,NG,uncertain
CEDAR CREEK II-WND,208212,1,OP,248.3,1.4,1.4,WND,Western
GOSHEN PHASE II-WND,208212,1,OP,124.5,0,0,WND,Western
EC&R PAPALOTE CREEK II LLC-WND,,1,OP,200.1,,,WND,ERCOT
ENEL SALT WELLS LLC-GEO,310164,1,OP,20.2,0.1,0.1,GEO,Western
WAVERLY COMMUNITY WIND PROJECT-WND,310164,1,OP,2.7,0,0,WND,Eastern
CRAYOLA SOLAR PROJECT-SUN,144374,1,OP,2.8, , ,SUN,Eastern
SOLAR PHOTOVOLTAIC PROJECT #03-SUN,,1,OP,1.0,,,SUN,Western
SOLAR PHOTOVOLTAIC PROJECT #05-SUN,,1,OP,2.5,,,SUN,Western
SOLAR PHOTOVOLTAIC PROJECT #06-SUN,310647,1,OP,2.0, , ,SUN,Western
SOLAR PHOTOVOLTAIC PROJECT #07-SUN,,1,OP,2.5,,,SUN,Western
SOLAR PHOTOVOLTAIC PROJECT #08-SUN,310647,1,OP,2.0, , ,SUN,Western
SOLAR PHOTOVOLTAIC PROJECT #09-SUN,310647,1,OP,1.0, , ,SUN,Western
SOLAR PHOTOVOLTAIC PROJECT #10-SUN,307146,1,OP,1.5, , ,SUN,Western
SOLAR PHOTOVOLTAIC PROJECT #11-SUN,310858,1,OP,3.5, , ,SUN,Western
SOLAR PHOTOVOLTAIC PROJECT #12-SUN,310647,1,OP,0.5, , ,SUN,Western
SOLAR PHOTOVOLTAIC PROJECT #13-SUN,310858,1,OP,3.5, , ,SUN,Western
SOLAR PHOTOVOLTAIC PROJECT #15-SUN,307146,1,OP,3.5, , ,SUN,Western
SOLAR PHOTOVOLTAIC PROJECT #16-SUN,310858,1,OP,1.5, , ,SUN,Western
SOLAR PHOTOVOLTAIC PROJECT #17-SUN,307146,1,OP,3.5, , ,SUN,Western
SOLAR PHOTOVOLTAIC PROJECT #18-SUN,307146,1,OP,1.5, , ,SUN,Western
SOLAR PHOTOVOLTAIC PROJECT #23-SUN,307146,1,OP,2.5, , ,SUN,Western
SOLAR PHOTOVOLTAIC PROJECT #22-SUN,,1,OP,2.0,,,SUN,Western
ROTH ROCK WIND FARM LLC-WND,122914,1,OP,40.0,0.0,0.0,WND,Eastern
"ROTH ROCK NORTH WIND FARM, LLC-WND",122914,1,OP,10.0,0.0,0.0,WND,Eastern
DEERHAVEN RENEWABLE-WDS,,1,OP,102.5,,,WDS,uncertain
CIMARRON SOLAR FACILITY-SUN,308116,1,OP,30.0, , ,SUN,Western
KIT CARSON WINDPOWER-WND,203970,1,OP,51.0,0.1,0.1,WND,Western
SOLAR PHOTOVOLTAIC PROJECT #26-SUN,300488,1,OP,6.0, , ,SUN,Western
SOLAR PHOTOVOLTAIC PROJECT #27-SUN,300488,1,OP,2.0, , ,SUN,Western
SOLAR PHOTOVOLTAIC PROJECT #28-SUN,310747,1,OP,3.5, , ,SUN,Western
WELCOME WIND TURBINE-WND,171082,1,OP,2.1,0.3,0.3,WND,Eastern
RENEWABLE ENERGY SERVICES OF OHIO-LFG,154288,1,OP,2.4000000000000004,0.6,0.6,LFG,Eastern
EARTHMOVERS LFGTE-LFG,122937,1,OP,4.8,0.4,0.4,LFG,Eastern
LAKOTA WIND WIND FARM-WND,122937,1,OP,10.5,0,0,WND,Eastern
IOWA LAKES SUPERIOR WIND FARM-WND,122937,1,OP,10.5,0,0,WND,Eastern
MA MILITARY RESERVATION WIND PROJECT-WND,122937,1,OP,4.5,0,0,WND,Eastern
VICTOR VALLEY CC CPV SOLAR-SUN,301061,1,OP,1.0, , ,SUN,Western
PA SOLAR PARK-SUN,138498,1,OP,10.0, , ,SUN,Eastern
IOWA LAKES COMMUNITY COLLEGE WIND FARM-WND,138498,1,OP,1.0,0,0,WND,Eastern
TEXICO WIND RANCH LP-WND,303207,1,OP,1.2999999999999998,0.0,0.0,WND,Eastern
CEDRO HILL WIND LLC-WND,304817,1,OP,150.0,1.0,1.0,WND,ERCOT
TALOGA WIND LLC-WND,149022,1,OP,130.0,1.0,1.0,WND,Eastern
LAREDO RIDGE WIND LLC-WND,173527,1,OP,79.9,1.0,1.0,WND,Eastern
LITTLE PRINGLE I WIND FARM-WND,173527,1,OP,10.0,0,0,WND,Eastern
LITTLE PRINGLE II WIND FARM-WND,173527,1,OP,10.0,0,0,WND,Eastern
DORCHESTER SOLAR SITE-SUN,173527,1,OP,1.0,0,0,SUN,Eastern
